id_manual,comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision,etiqueta_manual,observacion_manual
387,"Horrible la experiencia al comprar en Ripley Jockey Plaza, es terrible escuchar tan alto el volumen de la música, aturde, molesta y es tan alto que afecta la salud. Imagino como terminan los oídos de los trabajadores que tienen que estar varias horas en tienda. Fuí por ropa y articulos para casa y terminé dejando todo porque no se podía seguir ni un minuto más ahi. A las autoridades y a la Municipalidad de Surco solicito verifiquen los descibeles a fin de no atentar contra la salud de sus trabajadores y publico en general.",Ripley,Jockey Plaza,Retail,1,muy negativo,Hace 6 meses,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Horrible la experiencia al comprar en Ripley Jockey Plaza, es terrible escuchar tan alto el volumen de la música, aturde, molesta y es tan alto que afecta la salud. Imagino como terminan los oídos de los trabajadores que tienen que estar varias horas en tienda. Fuí por ropa y articulos para casa y terminé dejando todo porque no se podía seguir ni un minuto más ahi. A las autoridades y a la Municipalidad de Surco solicito verifiquen los descibeles a fin de no atentar contra la salud de sus trabajadores y publico en general.",horrible la experiencia al comprar en ripley jockey plaza es terrible escuchar tan alto el volumen de la música aturde molesta y es tan alto que afecta la salud imagino como terminan los oídos de los trabajadores que tienen que estar varias horas en tienda fuí por ropa y articulos para casa y terminé dejando todo porque no se podía seguir ni un minuto más ahi a las autoridades y a la municipalidad de surco solicito verifiquen los descibeles a fin de no atentar contra la salud de sus trabajadores y publico en general,528,94,False,False,False,False,True,muy negativo,True,False,,,
388,Muy buen trabajo,Claro,Miraflores,Telecomunicaciones,4,positivo,Hace 3 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy buen trabajo,muy buen trabajo,16,3,False,False,False,False,True,positivo,True,False,,,
389,"Traduciendo ya que no hablo español. En primer lugar, Claro desconecta mi conexión de pospago que tengo desde hace 4 años porque quieren que actualicen mi información. Luego tengo que ir al centro de servicio porque no pueden actualizarlo a través del teléfono. ¡Y luego en el centro de servicio todavía estoy esperando por más de 2.5 horas! ¡Muchas de las personas del mostrador simplemente están haciendo algo y actualizando sus documentos y casi no se les presta atención a los clientes! Es vergonzoso. Claro debería hacer algo al respecto!!! First off Claro disconnects my postpaid connection which i have had for 4 years because they want yo update my info. Then I have to go to the service center because they cant update it through the phone. And then at the service centre I am still waiting now for over 2.5 hours!!!! Many of the counter people are just doing something and updating their documents and there is hardly any attention being give to clients! Its shameful. Claro should do something about this!!!",Claro,Jockey Plaza,Telecomunicaciones,1,muy negativo,Hace 3 años,"https://www.google.com/maps/place/Centro+de+Atenci%C3%B3n+Claro/@-12.0853526,-76.9814167,17z/data=!4m8!3m7!1s0x9105c7b2f5f34fa3:0x30c8a5f0bc0128cd!8m2!3d-12.0853579!4d-76.9788418!9m1!1b1!16s%2Fg%2F11b6s_4fll?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","Traduciendo ya que no hablo español. En primer lugar, Claro desconecta mi conexión de pospago que tengo desde hace 4 años porque quieren que actualicen mi información. Luego tengo que ir al centro de servicio porque no pueden actualizarlo a través del teléfono. ¡Y luego en el centro de servicio todavía estoy esperando por más de 2.5 horas! ¡Muchas de las personas del mostrador simplemente están haciendo algo y actualizando sus documentos y casi no se les presta atención a los clientes! Es vergonzoso. Claro debería hacer algo al respecto!!! First off Claro disconnects my postpaid connection which i have had for 4 years because they want yo update my info. Then I have to go to the service center because they cant update it through the phone. And then at the service centre I am still waiting now for over 2.5 hours!!!! Many of the counter people are just doing something and updating their documents and there is hardly any attention being give to clients! Its shameful. Claro should do something about this!!!",traduciendo ya que no hablo español en primer lugar claro desconecta mi conexión de pospago que tengo desde hace 4 años porque quieren que actualicen mi información luego tengo que ir al centro de servicio porque no pueden actualizarlo a través del teléfono y luego en el centro de servicio todavía estoy esperando por más de 2 5 horas muchas de las personas del mostrador simplemente están haciendo algo y actualizando sus documentos y casi no se les presta atención a los clientes es vergonzoso claro debería hacer algo al respecto first off claro disconnects my postpaid connection which i have had for 4 years because they want yo update my info then i have to go to the service center because they cant update it through the phone and then at the service centre i am still waiting now for over 2 5 hours many of the counter people are just doing something and updating their documents and there is hardly any attention being give to clients its shameful claro should do something about this,1018,176,False,False,False,False,True,muy negativo,True,False,,,
390,"Mala atencion, no estan concentrados en su trabajo los asesores",Claro,San Miguel,Telecomunicaciones,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Claro/@-12.0698755,-77.1098322,14z/data=!4m12!1m2!2m1!1sclaro+san+miguel!3m8!1s0x9105c95c2a91158d:0xaf9e32e8efc1248!8m2!3d-12.0633513!4d-77.0966873!9m1!1b1!15sChBjbGFybyBzYW4gbWlndWVsIgOIAQGSARBjZWxsX3Bob25lX3N0b3Jl4AEA!16s%2Fg%2F11b6gqb64q?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Mala atencion, no estan concentrados en su trabajo los asesores",mala atencion no estan concentrados en su trabajo los asesores,63,10,False,False,False,False,True,neutral,True,False,,,
391,"La cafetería del tercer piso de Wong es un lugar tranquilo, silencioso, agradable, donde uno puede comer productos frescos a buen precio. Hay ofertas y combos a precios competitivos comparados con otros establecimientos de la zona. Por ejemplo: 2 bolas de helado Dulce Pasión a S/6.90. Además hay estacionamiento. Lo fastidioso es que uno tiene que cambiar de ascensor o de rampa y caminar. No hay acceso directo.",Wong,Miraflores,Retail,4,positivo,Hace 8 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","La cafetería del tercer piso de Wong es un lugar tranquilo, silencioso, agradable, donde uno puede comer productos frescos a buen precio. Hay ofertas y combos a precios competitivos comparados con otros establecimientos de la zona. Por ejemplo: 2 bolas de helado Dulce Pasión a S/6.90. Además hay estacionamiento. Lo fastidioso es que uno tiene que cambiar de ascensor o de rampa y caminar. No hay acceso directo.",la cafetería del tercer piso de wong es un lugar tranquilo silencioso agradable donde uno puede comer productos frescos a buen precio hay ofertas y combos a precios competitivos comparados con otros establecimientos de la zona por ejemplo 2 bolas de helado dulce pasión a s 6 90 además hay estacionamiento lo fastidioso es que uno tiene que cambiar de ascensor o de rampa y caminar no hay acceso directo,413,70,False,False,False,False,True,positivo,True,False,,,
392,"Fui a medio día y había poca gente, aun así, las cajas son lentas y les comento que los precios en una bodega generalmente suelen ser más cómodos que Metro y si no comparen, la tienda es ordenada, limpia y acaban de aperturar un área de importaciones, digamos que es una locura de ropa, a mi no me gustó.",Metro,San Miguel,Retail,3,neutral,Hace 3 años,"https://www.google.com/maps/place/Metro+La+Marina/@-12.0891802,-77.3715373,10z/data=!4m12!1m2!2m1!1smetro+san+miguel!3m8!1s0x9105c97023499e85:0xcdd5aa58f24e5e51!8m2!3d-12.0766255!4d-77.0891354!9m1!1b1!15sChBtZXRybyBzYW4gbWlndWVsWhIiEG1ldHJvIHNhbiBtaWd1ZWySAQtzdXBlcm1hcmtldJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObE5UVXlObk5uUlJBQuABAPoBBAgAEEE!16s%2Fg%2F12vqp1m59?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Fui a medio día y había poca gente, aun así, las cajas son lentas y les comento que los precios en una bodega generalmente suelen ser más cómodos que Metro y si no comparen, la tienda es ordenada, limpia y acaban de aperturar un área de importaciones, digamos que es una locura de ropa, a mi no me gustó.",fui a medio día y había poca gente aun así las cajas son lentas y les comento que los precios en una bodega generalmente suelen ser más cómodos que metro y si no comparen la tienda es ordenada limpia y acaban de aperturar un área de importaciones digamos que es una locura de ropa a mi no me gustó,304,59,False,False,False,False,True,neutral,True,False,,,
393,Muy bueno y tiene un gran espacio,Ripley,San Miguel,Retail,5,muy positivo,Hace 3 meses,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy bueno y tiene un gran espacio,muy bueno y tiene un gran espacio,33,7,False,False,False,False,True,muy positivo,True,False,,,
394,"Este local en Las Begonias es uno de los más importante de la cadena , su surtido y la atención de la gente que atiende es buena gracias a que la mayoría de su fuerza de ventas se apoya en las marcas que distribuye pero también ese sistema tiene su parte mala ya que cuando el cliente desea otras opciones te dejan de lado y tienes que buscar al promotor de la otra marca y así sucesivamente. Pero el dolor de cabeza viene cuando quieres sacar tu carro de la cochera , primero si no encuentras lo que buscas tienes que pagar y eso te hace sentir muy mal como cliente, luego tienes que comprar como mínimo S/.40 y te dan algunos días 2 horas y justo me pasó ahora último que compré mercadería por más de 1100 soles pero solo te consideran esas 2 horas y pagas la diferencia a pesar que te demoraste en buscar, comparar y pagar y compré no solo en Saga y también en Tottus y a la hora de retirar el coche le enseñé todo lo que compré y a pesar de eso me cobró una hora en exceso....solo estuve 2.20 minutos....no hubo consideración al monto comprado...muy mal.",Falabella,San Isidro,Retail,4,positivo,Hace 4 años,"https://www.google.com/maps/place/Falabella+San+Isidro/@-12.095059,-77.0353392,15z/data=!3m1!5s0x9105c8659f44c175:0xad6aabac9e79ccf4!4m8!3m7!1s0x9105c8659f618827:0xeb62a6d2d04ae434!8m2!3d-12.0950802!4d-77.0250394!9m1!1b1!16s%2Fg%2F12vr6lfkt?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Este local en Las Begonias es uno de los más importante de la cadena , su surtido y la atención de la gente que atiende es buena gracias a que la mayoría de su fuerza de ventas se apoya en las marcas que distribuye pero también ese sistema tiene su parte mala ya que cuando el cliente desea otras opciones te dejan de lado y tienes que buscar al promotor de la otra marca y así sucesivamente. Pero el dolor de cabeza viene cuando quieres sacar tu carro de la cochera , primero si no encuentras lo que buscas tienes que pagar y eso te hace sentir muy mal como cliente, luego tienes que comprar como mínimo S/.40 y te dan algunos días 2 horas y justo me pasó ahora último que compré mercadería por más de 1100 soles pero solo te consideran esas 2 horas y pagas la diferencia a pesar que te demoraste en buscar, comparar y pagar y compré no solo en Saga y también en Tottus y a la hora de retirar el coche le enseñé todo lo que compré y a pesar de eso me cobró una hora en exceso....solo estuve 2.20 minutos....no hubo consideración al monto comprado...muy mal.",este local en las begonias es uno de los más importante de la cadena su surtido y la atención de la gente que atiende es buena gracias a que la mayoría de su fuerza de ventas se apoya en las marcas que distribuye pero también ese sistema tiene su parte mala ya que cuando el cliente desea otras opciones te dejan de lado y tienes que buscar al promotor de la otra marca y así sucesivamente pero el dolor de cabeza viene cuando quieres sacar tu carro de la cochera primero si no encuentras lo que buscas tienes que pagar y eso te hace sentir muy mal como cliente luego tienes que comprar como mínimo s 40 y te dan algunos días 2 horas y justo me pasó ahora último que compré mercadería por más de 1100 soles pero solo te consideran esas 2 horas y pagas la diferencia a pesar que te demoraste en buscar comparar y pagar y compré no solo en saga y también en tottus y a la hora de retirar el coche le enseñé todo lo que compré y a pesar de eso me cobró una hora en exceso solo estuve 2 20 minutos no hubo consideración al monto comprado muy mal,1058,207,False,False,False,False,True,positivo,True,False,,,
395,"Voy alli en sodimac o algo asi tiene muchas cosas y en la otra parte esta lleno , si vas caminando hay muchas cosas bancos , juegos pequenos , y comida hay sillas para que te sientes hay para que apuestes las cajas remoran mucho pero vale la pena.",Tottus,Atocongo,Retail,5,muy positivo,Hace 6 años,"https://www.google.com/maps/place/Tottus/@-12.1472344,-76.9920292,15z/data=!4m8!3m7!1s0x9105b869706d27f1:0x989b4442c72af420!8m2!3d-12.1472556!4d-76.9817294!9m1!1b1!16s%2Fg%2F119vsqj6c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Voy alli en sodimac o algo asi tiene muchas cosas y en la otra parte esta lleno , si vas caminando hay muchas cosas bancos , juegos pequenos , y comida hay sillas para que te sientes hay para que apuestes las cajas remoran mucho pero vale la pena.",voy alli en sodimac o algo asi tiene muchas cosas y en la otra parte esta lleno si vas caminando hay muchas cosas bancos juegos pequenos y comida hay sillas para que te sientes hay para que apuestes las cajas remoran mucho pero vale la pena,247,46,False,False,False,False,True,muy positivo,True,False,,,
396,Siempre anda repleto...,Claro,Jockey Plaza,Telecomunicaciones,3,neutral,Hace 3 años,"https://www.google.com/maps/place/Centro+de+Atenci%C3%B3n+Claro/@-12.0853526,-76.9814167,17z/data=!4m8!3m7!1s0x9105c7b2f5f34fa3:0x30c8a5f0bc0128cd!8m2!3d-12.0853579!4d-76.9788418!9m1!1b1!16s%2Fg%2F11b6s_4fll?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Siempre anda repleto...,siempre anda repleto,23,3,False,False,False,False,True,neutral,True,False,,,
397,Me alegró mucho volver a este ripley siempre mantienen el respeto y la amabilidad para con los clientes y sobretodo manteniendo su gran calidad en sus productos... Muy complacido con mi compra y visita de inicio a fin se recomienda ir a este hermoso establecimiento.,Ripley,Miraflores,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Ripley+Miraflores/@-12.1230752,-77.0404893,15z/data=!4m8!3m7!1s0x9105c8191c65706b:0xe588d29fabe35574!8m2!3d-12.1230964!4d-77.0301895!9m1!1b1!16s%2Fg%2F11r8v2c0z?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Me alegró mucho volver a este ripley siempre mantienen el respeto y la amabilidad para con los clientes y sobretodo manteniendo su gran calidad en sus productos... Muy complacido con mi compra y visita de inicio a fin se recomienda ir a este hermoso establecimiento.,me alegró mucho volver a este ripley siempre mantienen el respeto y la amabilidad para con los clientes y sobretodo manteniendo su gran calidad en sus productos muy complacido con mi compra y visita de inicio a fin se recomienda ir a este hermoso establecimiento,266,45,False,False,False,False,True,muy positivo,True,False,,,
398,"Los locales como siempre perfectos sus atenciones y promociones. Muy bien. Lamentablemente el servicio de cochera no justifica con las compras que realizamos, pase las dos horas gratis presente mis voucher de compras no servía la justificación tuve que pagar 6.00 soles por cochera",Tottus,San Miguel,Retail,2,negativo,Hace 3 años,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Los locales como siempre perfectos sus atenciones y promociones. Muy bien. Lamentablemente el servicio de cochera no justifica con las compras que realizamos, pase las dos horas gratis presente mis voucher de compras no servía la justificación tuve que pagar 6.00 soles por cochera",los locales como siempre perfectos sus atenciones y promociones muy bien lamentablemente el servicio de cochera no justifica con las compras que realizamos pase las dos horas gratis presente mis voucher de compras no servía la justificación tuve que pagar 6 00 soles por cochera,281,45,False,False,False,False,True,negativo,True,False,,,
399,Movistar es una pesadilla. Gente amable pero no estan capacitados para resolver problemas complejos. Nos dejaron sin internet 3 meses por un cambio de tecnologia que nunca ocurrio,Movistar,San Isidro,Telecomunicaciones,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Movistar es una pesadilla. Gente amable pero no estan capacitados para resolver problemas complejos. Nos dejaron sin internet 3 meses por un cambio de tecnologia que nunca ocurrio,movistar es una pesadilla gente amable pero no estan capacitados para resolver problemas complejos nos dejaron sin internet 3 meses por un cambio de tecnologia que nunca ocurrio,179,28,False,False,False,False,True,muy negativo,True,False,,,
400,Mi experiencia en Saga Falabella Jockey Plaza siempre es genial. Encuentro todo lo que necesito y más. El estacionamiento es súper cómodo y siempre hay promociones que no puedo dejar pasar. El área de tecnología de Saga Falabella Jockey Plaza es mi favorita. Siempre encuentro los últimos gadgets. ¡Totalmente recomendado!,Falabella,Jockey Plaza,Retail,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Falabella+Jockey+Plaza/@-12.0865358,-76.9882888,15z/data=!4m8!3m7!1s0x9105c7b24f9a0559:0x828b01774db724c1!8m2!3d-12.086557!4d-76.977989!9m1!1b1!16s%2Fg%2F1tc_s1z8?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Mi experiencia en Saga Falabella Jockey Plaza siempre es genial. Encuentro todo lo que necesito y más. El estacionamiento es súper cómodo y siempre hay promociones que no puedo dejar pasar. El área de tecnología de Saga Falabella Jockey Plaza es mi favorita. Siempre encuentro los últimos gadgets. ¡Totalmente recomendado!,mi experiencia en saga falabella jockey plaza siempre es genial encuentro todo lo que necesito y más el estacionamiento es súper cómodo y siempre hay promociones que no puedo dejar pasar el área de tecnología de saga falabella jockey plaza es mi favorita siempre encuentro los últimos gadgets totalmente recomendado,322,50,False,False,False,False,True,muy positivo,True,False,,,
401,"Me gustó lo que vi. Entre rápidamente a la tienda directamente a comprar algo específico, no me tomó mas de 20 minutos, me agradó el orden, ya se exhiben nuevas colecciones de cambio de estación, la decoración, moda y colores te jalan el ojo.",Ripley,Miraflores,Retail,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Ripley+Miraflores/@-12.1230752,-77.0404893,15z/data=!4m8!3m7!1s0x9105c8191c65706b:0xe588d29fabe35574!8m2!3d-12.1230964!4d-77.0301895!9m1!1b1!16s%2Fg%2F11r8v2c0z?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Me gustó lo que vi. Entre rápidamente a la tienda directamente a comprar algo específico, no me tomó mas de 20 minutos, me agradó el orden, ya se exhiben nuevas colecciones de cambio de estación, la decoración, moda y colores te jalan el ojo.",me gustó lo que vi entre rápidamente a la tienda directamente a comprar algo específico no me tomó mas de 20 minutos me agradó el orden ya se exhiben nuevas colecciones de cambio de estación la decoración moda y colores te jalan el ojo,242,44,False,False,False,False,True,neutral,True,False,,,
402,"Excelente lugar para caminar, compras y comer",Ripley,San Miguel,Retail,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Excelente lugar para caminar, compras y comer",excelente lugar para caminar compras y comer,45,7,False,False,False,False,True,muy positivo,True,False,,,
403,"Incompetentes y mala atención, el 18 de marzo ordené dar de baja una línea y hasta el momento no lo hacen y siguen cobrando. Reclamé y me responden que no ingresé nada, el 18, ahora me solicitan que lleve la prueba de algo que ya tienen en su archivo, para no creer.",Movistar,Miraflores,Telecomunicaciones,1,muy negativo,Hace 3 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Incompetentes y mala atención, el 18 de marzo ordené dar de baja una línea y hasta el momento no lo hacen y siguen cobrando. Reclamé y me responden que no ingresé nada, el 18, ahora me solicitan que lleve la prueba de algo que ya tienen en su archivo, para no creer.",incompetentes y mala atención el 18 de marzo ordené dar de baja una línea y hasta el momento no lo hacen y siguen cobrando reclamé y me responden que no ingresé nada el 18 ahora me solicitan que lleve la prueba de algo que ya tienen en su archivo para no creer,266,52,False,False,False,False,True,muy negativo,True,False,,,
404,Muy amables y rápidos !!,Interbank,Miraflores,Banca,5,muy positivo,Hace un mes,"https://www.google.com/maps/place/Interbank/@-12.1243336,-77.0296634,21z/data=!3m1!5s0x9105c81933947d71:0xfc5c05da2e88b46f!4m8!3m7!1s0x9105c819315b5649:0xd92af107d5ffeedc!8m2!3d-12.1243573!4d-77.0295796!9m1!1b1!16s%2Fg%2F1wc490j1?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Muy amables y rápidos !!,muy amables y rápidos,24,4,False,False,False,False,True,muy positivo,True,False,,,
405,"Muy poca gente en el local de San Isidro, a diferencia de Claro o Movistar que siempre está abarrotado de gente. No hay cochera pero la estación del metropolitano de Canaval y moreyra y la de Aramburu quedan muy cerca de este local de Entel en pleno zanjón o paseo de la republica",Entel,San Isidro,Telecomunicaciones,3,neutral,Hace 5 años,"https://www.google.com/maps/place/TIENDA+PASEO+DE+LA+REPUBLICA+-+ENTEL/@-12.0982674,-77.0367448,15z/data=!3m1!5s0x9105c86f3dde4ac1:0x933beb97bca362e3!4m8!3m7!1s0x9105c865ea057e4f:0x4b6811f4738d98a0!8m2!3d-12.0982886!4d-77.026445!9m1!1b1!16s%2Fg%2F1vs1syvx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Muy poca gente en el local de San Isidro, a diferencia de Claro o Movistar que siempre está abarrotado de gente. No hay cochera pero la estación del metropolitano de Canaval y moreyra y la de Aramburu quedan muy cerca de este local de Entel en pleno zanjón o paseo de la republica",muy poca gente en el local de san isidro a diferencia de claro o movistar que siempre está abarrotado de gente no hay cochera pero la estación del metropolitano de canaval y moreyra y la de aramburu quedan muy cerca de este local de entel en pleno zanjón o paseo de la republica,280,53,False,False,False,False,True,neutral,True,False,,,
406,Las tiendas Wong siempre se destacaron por la calidad de sus productos pero sobre todo por la excelencia de su servicio al cliente. Todo su personal estaba entrenado en una cultura de servicio. Ya no es lo mismo.,Wong,Miraflores,Retail,4,positivo,Fecha de edición: Hace 2 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Las tiendas Wong siempre se destacaron por la calidad de sus productos pero sobre todo por la excelencia de su servicio al cliente. Todo su personal estaba entrenado en una cultura de servicio. Ya no es lo mismo.,las tiendas wong siempre se destacaron por la calidad de sus productos pero sobre todo por la excelencia de su servicio al cliente todo su personal estaba entrenado en una cultura de servicio ya no es lo mismo,212,38,False,False,False,False,True,positivo,True,False,,,
407,Un supermercado con gran variedad de productos excelente atencion y servicio calidad . Recomendado,Wong,La Molina,Retail,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/Wong+La+Molina/@-12.0909119,-77.371532,10z/data=!4m12!1m2!2m1!1swong+la+molina!3m8!1s0x9105c71a9112c9a1:0xf1ccb920f195bc5b!8m2!3d-12.0919991!4d-76.9514207!9m1!1b1!15sCg53b25nIGxhIG1vbGluYSIDiAEBWhAiDndvbmcgbGEgbW9saW5hkgELc3VwZXJtYXJrZXSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRTYkdSdVdYUlJWa1p5Vld4UmQxTkZNVE5VUjJSeVRsaG9UMUpWUlJBQuABAPoBBAgAECE!16s%2Fg%2F1tm8g106?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Un supermercado con gran variedad de productos excelente atencion y servicio calidad . Recomendado,un supermercado con gran variedad de productos excelente atencion y servicio calidad recomendado,98,13,False,False,False,False,True,muy positivo,True,False,,,
408,"Como siempre tiene variedad y buenas ofertas. También bién puedes ingresar por la tienda del costado, es raro pero es posible.",Oechsle,Plaza Norte,Retail,4,positivo,Hace 4 años,"https://www.google.com/maps/place/Oechsle+-+Plaza+Norte/@-12.0057768,-77.128451,12z/data=!3m1!5s0x11d62a0a81fe2803:0x123dd954ecd1a108!4m12!1m2!2m1!1sOechsle+san+miguel!3m8!1s0x9105cefd6554a025:0x40a7fed0ea54e457!8m2!3d-12.0057768!4d-77.0584132!9m1!1b1!15sChJPZWNoc2xlIHNhbiBtaWd1ZWwiA4gBAVoUIhJvZWNoc2xlIHNhbiBtaWd1ZWySARBkZXBhcnRtZW50X3N0b3Jl4AEA!16s%2Fg%2F11b6v29479?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Como siempre tiene variedad y buenas ofertas. También bién puedes ingresar por la tienda del costado, es raro pero es posible.",como siempre tiene variedad y buenas ofertas también bién puedes ingresar por la tienda del costado es raro pero es posible,126,21,False,False,False,False,True,positivo,True,False,,,
