comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision
"Muy buena sede de Falabella. Me gusta por que todo está ordenado, pero si deberían de tener a personas por pisos que den ayuda aveces uno no sabe dónde están las cosas y eso atrasa y aburre. Así que la idea es poder tener ayuda para buscar los artículos ñ. Del resto todo muy bien bueno precio y ofertas",Falabella,Miraflores,Retail,5,muy positivo,Hace 2 años,"https://www.google.com/maps/place/Falabella+Miraflores/@-12.1189161,-77.0396353,15z/data=!3m1!5s0x9105c81763e2747b:0x674025098786c509!4m8!3m7!1s0x9105c8176149b98f:0xa9c9d111f1acf623!8m2!3d-12.1189373!4d-77.0293355!9m1!1b1!16s%2Fg%2F1hf33fyft?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Muy buena sede de Falabella. Me gusta por que todo está ordenado, pero si deberían de tener a personas por pisos que den ayuda aveces uno no sabe dónde están las cosas y eso atrasa y aburre. Así que la idea es poder tener ayuda para buscar los artículos ñ. Del resto todo muy bien bueno precio y ofertas",muy buena sede de falabella me gusta por que todo está ordenado pero si deberían de tener a personas por pisos que den ayuda aveces uno no sabe dónde están las cosas y eso atrasa y aburre así que la idea es poder tener ayuda para buscar los artículos ñ del resto todo muy bien bueno precio y ofertas,303,59,False,False,False,False,True,muy positivo,True,False,
"Se encuentra ropa que en otras tiendas de Falabella no hay, más ofertas y mucha variedad, además es pet friendly",Falabella,Miraflores,Retail,5,muy positivo,Hace 9 meses,"https://www.google.com/maps/place/Falabella+Miraflores/@-12.1189161,-77.0396353,15z/data=!3m1!5s0x9105c81763e2747b:0x674025098786c509!4m8!3m7!1s0x9105c8176149b98f:0xa9c9d111f1acf623!8m2!3d-12.1189373!4d-77.0293355!9m1!1b1!16s%2Fg%2F1hf33fyft?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Se encuentra ropa que en otras tiendas de Falabella no hay, más ofertas y mucha variedad, además es pet friendly",se encuentra ropa que en otras tiendas de falabella no hay más ofertas y mucha variedad además es pet friendly,112,20,False,False,False,False,True,muy positivo,True,False,
Atencion relativamente rápida .,Movistar,Los Olivos,Telecomunicaciones,4,positivo,Hace 9 años,"https://www.google.com/maps/place/Movistar/@-12.0012823,-77.0856623,14z/data=!4m12!1m2!2m1!1smovistar+los+olivos!3m8!1s0x9105cf035aadd309:0x278325a6ff63c9c!8m2!3d-11.9888504!4d-77.0723399!9m1!1b1!15sChNtb3Zpc3RhciBsb3Mgb2xpdm9zIgOIAQFaFSITbW92aXN0YXIgbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F1tgdv61q?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Atencion relativamente rápida .,atencion relativamente rápida,31,3,False,False,False,False,True,positivo,True,False,
"La atención ha mejorado mucho, el flujo de clientes ha bajado también, el asesoramiento es mejor, no se enfocan en venderte lo mas caro sino en ver que necesidades tienes y sobre eso te ofrecen el plan mas adecuado. Rápido y sencillo. El estacionamiento es un dolor de cabeza.",Movistar,San Isidro,Telecomunicaciones,4,positivo,Hace 6 años,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","La atención ha mejorado mucho, el flujo de clientes ha bajado también, el asesoramiento es mejor, no se enfocan en venderte lo mas caro sino en ver que necesidades tienes y sobre eso te ofrecen el plan mas adecuado. Rápido y sencillo. El estacionamiento es un dolor de cabeza.",la atención ha mejorado mucho el flujo de clientes ha bajado también el asesoramiento es mejor no se enfocan en venderte lo mas caro sino en ver que necesidades tienes y sobre eso te ofrecen el plan mas adecuado rápido y sencillo el estacionamiento es un dolor de cabeza,276,49,False,False,False,False,True,positivo,True,False,
Mucha gente pero para caminar estaría bien,Ripley,San Miguel,Retail,4,positivo,Hace 6 meses,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Mucha gente pero para caminar estaría bien,mucha gente pero para caminar estaría bien,42,7,False,False,False,False,True,positivo,True,False,
"Esta mañana estuvo tranquilo estacionar en la cochera de Wong y en la tienda ya aumentaba la gente dentro, pero en caja estuvo ligero, no hubo colas.",Wong,La Molina,Retail,4,positivo,Hace 5 años,"https://www.google.com/maps/place/Wong+La+Molina/@-12.0909119,-77.371532,10z/data=!4m12!1m2!2m1!1swong+la+molina!3m8!1s0x9105c71a9112c9a1:0xf1ccb920f195bc5b!8m2!3d-12.0919991!4d-76.9514207!9m1!1b1!15sCg53b25nIGxhIG1vbGluYSIDiAEBWhAiDndvbmcgbGEgbW9saW5hkgELc3VwZXJtYXJrZXSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRTYkdSdVdYUlJWa1p5Vld4UmQxTkZNVE5VUjJSeVRsaG9UMUpWUlJBQuABAPoBBAgAECE!16s%2Fg%2F1tm8g106?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Esta mañana estuvo tranquilo estacionar en la cochera de Wong y en la tienda ya aumentaba la gente dentro, pero en caja estuvo ligero, no hubo colas.",esta mañana estuvo tranquilo estacionar en la cochera de wong y en la tienda ya aumentaba la gente dentro pero en caja estuvo ligero no hubo colas,149,27,False,False,False,False,True,positivo,True,False,
"Excelente lugar para comprar de todo un poco. Particularmente me encantó la sección de ropa de niños. Hay ofertas y recibí cupones de ahorro. Lo recomiendo. Deben mejorar el acceso para sillas de rueda o coches de bebé, ya que no permiten subir por la correa eléctrica y no cuenta von ascensor. Eso fue muy incómodo.",Tottus,San Miguel,Retail,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Excelente lugar para comprar de todo un poco. Particularmente me encantó la sección de ropa de niños. Hay ofertas y recibí cupones de ahorro. Lo recomiendo. Deben mejorar el acceso para sillas de rueda o coches de bebé, ya que no permiten subir por la correa eléctrica y no cuenta von ascensor. Eso fue muy incómodo.",excelente lugar para comprar de todo un poco particularmente me encantó la sección de ropa de niños hay ofertas y recibí cupones de ahorro lo recomiendo deben mejorar el acceso para sillas de rueda o coches de bebé ya que no permiten subir por la correa eléctrica y no cuenta von ascensor eso fue muy incómodo,316,56,False,False,False,False,True,muy positivo,True,False,
"Situado en la Av. La marina es una zona muy comercial, está tienda ofrece diversas opciones de compra tanto dentro como afuera, cuenta con una amplia playa de estacionamiento para que Ud. Pueda hacer sus comprar con total trankilidad.",Metro,San Miguel,Retail,4,positivo,Hace 4 años,"https://www.google.com/maps/place/Metro+La+Marina/@-12.0891802,-77.3715373,10z/data=!4m12!1m2!2m1!1smetro+san+miguel!3m8!1s0x9105c97023499e85:0xcdd5aa58f24e5e51!8m2!3d-12.0766255!4d-77.0891354!9m1!1b1!15sChBtZXRybyBzYW4gbWlndWVsWhIiEG1ldHJvIHNhbiBtaWd1ZWySAQtzdXBlcm1hcmtldJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObE5UVXlObk5uUlJBQuABAPoBBAgAEEE!16s%2Fg%2F12vqp1m59?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Situado en la Av. La marina es una zona muy comercial, está tienda ofrece diversas opciones de compra tanto dentro como afuera, cuenta con una amplia playa de estacionamiento para que Ud. Pueda hacer sus comprar con total trankilidad.",situado en la av la marina es una zona muy comercial está tienda ofrece diversas opciones de compra tanto dentro como afuera cuenta con una amplia playa de estacionamiento para que ud pueda hacer sus comprar con total trankilidad,234,39,False,False,False,False,True,positivo,True,False,
"Muy mala atención. Se debe hacer cola para que te den un ticket, luego debes seguir esperando para que te atiendan. Muchos de los counters o asesores intentan evadir los casos o deshacerse del cliente de forma rápida. En conclusión, como todo local de atención de Movistar.",Movistar,San Isidro,Telecomunicaciones,1,muy negativo,Hace 6 años,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Muy mala atención. Se debe hacer cola para que te den un ticket, luego debes seguir esperando para que te atiendan. Muchos de los counters o asesores intentan evadir los casos o deshacerse del cliente de forma rápida. En conclusión, como todo local de atención de Movistar.",muy mala atención se debe hacer cola para que te den un ticket luego debes seguir esperando para que te atiendan muchos de los counters o asesores intentan evadir los casos o deshacerse del cliente de forma rápida en conclusión como todo local de atención de movistar,273,47,False,False,False,False,True,muy negativo,True,False,
Muy buena,Entel,San Miguel,Telecomunicaciones,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/TIENDA+PLAZA+SAN+MIGUEL+-+ENTEL/@-12.0763584,-77.0928335,15z/data=!3m1!5s0x9105c971d670aa0f:0x8193992371f626fa!4m8!3m7!1s0x9105c96d7da22637:0x682badb0e9bd7614!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!16s%2Fg%2F11b6qyzz6h?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy buena,muy buena,9,2,True,False,True,False,True,muy positivo,True,True,comentario_corto;comentario_repetido_en_dataset
"LES LLAMO DURANTE 1 HORA Y NI ASI CONTESTAN, BASURAS",BCP,La Molina,Banca,1,muy negativo,Hace 8 meses,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","LES LLAMO DURANTE 1 HORA Y NI ASI CONTESTAN, BASURAS",les llamo durante 1 hora y ni asi contestan basuras,52,10,False,False,False,False,True,muy negativo,True,False,
Mucha variedad de productos y bastante espacio interior para no chocarse con mucha gente. Los pasillos eso sí mantienen el tamaño pre-pandemia.,Tottus,Jockey Plaza,Retail,4,positivo,Hace 4 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Mucha variedad de productos y bastante espacio interior para no chocarse con mucha gente. Los pasillos eso sí mantienen el tamaño pre-pandemia.,mucha variedad de productos y bastante espacio interior para no chocarse con mucha gente los pasillos eso sí mantienen el tamaño pre pandemia,143,23,False,False,False,False,True,positivo,True,False,
"Buena ubicación fácil para estacionar, clima fresco todo en un solo lugar",Claro,Plaza Norte,Telecomunicaciones,5,muy positivo,Hace 6 años,"https://www.google.com/maps/place/Claro+-+Plaza+Norte/@-12.0696528,-77.1716353,12z/data=!4m12!1m2!2m1!1sclaro+los+olivos!3m8!1s0x9105cefcfd8c6d8b:0x6ff66af64c01e943!8m2!3d-12.006859!4d-77.0599056!9m1!1b1!15sChBjbGFybyBsb3Mgb2xpdm9zIgOIAQFaEiIQY2xhcm8gbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xxm9n4g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Buena ubicación fácil para estacionar, clima fresco todo en un solo lugar",buena ubicación fácil para estacionar clima fresco todo en un solo lugar,73,12,False,False,False,False,True,muy positivo,True,False,
"Grandes departamentos de ropa, accesorios, maquillaje, perfumes y más",Falabella,Miraflores,Retail,4,positivo,Fecha de edición: Hace 2 años,"https://www.google.com/maps/place/Falabella+Miraflores/@-12.1189161,-77.0396353,15z/data=!3m1!5s0x9105c81763e2747b:0x674025098786c509!4m8!3m7!1s0x9105c8176149b98f:0xa9c9d111f1acf623!8m2!3d-12.1189373!4d-77.0293355!9m1!1b1!16s%2Fg%2F1hf33fyft?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Grandes departamentos de ropa, accesorios, maquillaje, perfumes y más",grandes departamentos de ropa accesorios maquillaje perfumes y más,69,9,False,False,False,False,True,positivo,True,False,
"Limpio, aunque no se ve que haya seguridad fuera del establecimiento. Falta más iluminación en el estacionamiento. Las ofertas son buenas. Atención rápida porque no hay mucha gente.",Metro,Breña,Retail,2,negativo,Hace 6 años,"https://www.google.com/maps/place/Metro+Bre%C3%B1a/@-12.053956,-77.0534221,15z/data=!4m8!3m7!1s0x9105c8c53e4b0cb1:0x35d73616c6af137!8m2!3d-12.0539772!4d-77.0431223!9m1!1b1!16s%2Fg%2F11h1cmj1r?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Limpio, aunque no se ve que haya seguridad fuera del establecimiento. Falta más iluminación en el estacionamiento. Las ofertas son buenas. Atención rápida porque no hay mucha gente.",limpio aunque no se ve que haya seguridad fuera del establecimiento falta más iluminación en el estacionamiento las ofertas son buenas atención rápida porque no hay mucha gente,181,28,False,False,False,False,True,negativo,True,False,
"No te ayudan a resolver tus reclamos al momento, pagas por un mal servicio. Espero solucionen el mío. Comenzamos bien pero la calidad disminuye creo con el tiempo.",Movistar,Miraflores,Telecomunicaciones,1,muy negativo,Fecha de edición: Hace 6 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","No te ayudan a resolver tus reclamos al momento, pagas por un mal servicio. Espero solucionen el mío. Comenzamos bien pero la calidad disminuye creo con el tiempo.",no te ayudan a resolver tus reclamos al momento pagas por un mal servicio espero solucionen el mío comenzamos bien pero la calidad disminuye creo con el tiempo,163,28,False,False,False,False,True,muy negativo,True,False,
"Muy bueno , buenos productos y buena atención",Wong,Miraflores,Retail,5,muy positivo,Hace 4 meses,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Muy bueno , buenos productos y buena atención",muy bueno buenos productos y buena atención,45,7,False,False,False,False,True,muy positivo,True,False,
me gustó la atención para explicarme modelos y características de la marca Lenovo laptop y computadoras...muchas gracias!!,Falabella,Miraflores,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Falabella+Miraflores/@-12.1189161,-77.0396353,15z/data=!3m1!5s0x9105c81763e2747b:0x674025098786c509!4m8!3m7!1s0x9105c8176149b98f:0xa9c9d111f1acf623!8m2!3d-12.1189373!4d-77.0293355!9m1!1b1!16s%2Fg%2F1hf33fyft?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",me gustó la atención para explicarme modelos y características de la marca Lenovo laptop y computadoras...muchas gracias!!,me gustó la atención para explicarme modelos y características de la marca lenovo laptop y computadoras muchas gracias,122,18,False,False,False,False,True,muy positivo,True,False,
Esta es una tienda a la que se le debería dar más oportunidad para visitar ya que tiene productos variados y sus precios son competentes. Compré un juego de comedor para terraza y el precio estaba muy bueno en relación a la competencia y tiene una tarjeta Oh! que te da descuentos interesantes en sus productos y que si la sabes manejar te puede beneficiar.,Oechsle,Jockey Plaza,Retail,4,positivo,Hace 3 años,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Esta es una tienda a la que se le debería dar más oportunidad para visitar ya que tiene productos variados y sus precios son competentes. Compré un juego de comedor para terraza y el precio estaba muy bueno en relación a la competencia y tiene una tarjeta Oh! que te da descuentos interesantes en sus productos y que si la sabes manejar te puede beneficiar.,esta es una tienda a la que se le debería dar más oportunidad para visitar ya que tiene productos variados y sus precios son competentes compré un juego de comedor para terraza y el precio estaba muy bueno en relación a la competencia y tiene una tarjeta oh que te da descuentos interesantes en sus productos y que si la sabes manejar te puede beneficiar,357,65,False,False,False,False,True,positivo,True,False,
Es una tienda por departamentos muy surtida y acogedora. Muy buenas ofertas.,Oechsle,Jockey Plaza,Retail,5,muy positivo,Hace 8 años,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Es una tienda por departamentos muy surtida y acogedora. Muy buenas ofertas.,es una tienda por departamentos muy surtida y acogedora muy buenas ofertas,76,12,False,False,False,False,True,muy positivo,True,False,
"Trabajar con este banco es la peor experiencia de mi vida, tengo un proceso de seguro con mi vehículo siniestrado y la encargada la srta Roxana Aliaga actúa con total despreocupación , no responde ni correos ni llamadas ante mi caso Ya no se dónde quejarme para que me haga caso de lo peor el banco ban Bif y sus trabajadores",BanBif,San Isidro,Banca,1,muy negativo,Hace un año,"https://www.google.com/maps/place/BanBif/@-12.0967972,-77.1197123,12z/data=!4m12!1m2!2m1!1sbanbif+san+isidro!3m8!1s0x9105c8642debb36b:0xe1feed46c57c732e!8m2!3d-12.093447!4d-77.0270186!9m1!1b1!15sChFiYW5iaWYgc2FuIGlzaWRybyIDiAEBkgEEYmFua-ABAA!16s%2Fg%2F11f54m2k13?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Trabajar con este banco es la peor experiencia de mi vida, tengo un proceso de seguro con mi vehículo siniestrado y la encargada la srta Roxana Aliaga actúa con total despreocupación , no responde ni correos ni llamadas ante mi caso Ya no se dónde quejarme para que me haga caso de lo peor el banco ban Bif y sus trabajadores",trabajar con este banco es la peor experiencia de mi vida tengo un proceso de seguro con mi vehículo siniestrado y la encargada la srta roxana aliaga actúa con total despreocupación no responde ni correos ni llamadas ante mi caso ya no se dónde quejarme para que me haga caso de lo peor el banco ban bif y sus trabajadores,325,60,False,False,False,False,True,muy negativo,True,False,
Este Tottus es muy amplio ... Encuentras variedad de productos,Tottus,San Miguel,Retail,5,muy positivo,Hace 5 meses,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Este Tottus es muy amplio ... Encuentras variedad de productos,este tottus es muy amplio encuentras variedad de productos,62,9,False,False,False,False,True,muy positivo,True,False,
Si no gasta 50 soles comprando TE cobran estacionamiento y la Gente que TE cobran en El sotano no tienen ningun respeto y son altameros y malcriados como esa mujer que atiende ahi no SE olviden su cara,Wong,Miraflores,Retail,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Si no gasta 50 soles comprando TE cobran estacionamiento y la Gente que TE cobran en El sotano no tienen ningun respeto y son altameros y malcriados como esa mujer que atiende ahi no SE olviden su cara,si no gasta 50 soles comprando te cobran estacionamiento y la gente que te cobran en el sotano no tienen ningun respeto y son altameros y malcriados como esa mujer que atiende ahi no se olviden su cara,201,38,False,False,False,False,True,muy negativo,True,False,
Es un mugar que se preocupa por hacerte feliz encuentra el precio mas barato en televisores lavadoras y mucho mas y servicios contraentregan atiende las 24 horas del dia Usa todas las tarjetas atecion al cliente.,Plaza Vea,Jockey Plaza,Retail,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/Plaza+Vea/@-12.0849708,-76.978382,17z/data=!4m8!3m7!1s0x9105c7b29d8327ab:0x53a1dec5abe39636!8m2!3d-12.0849761!4d-76.9758071!9m1!1b1!16s%2Fg%2F1tcw4phd?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Es un mugar que se preocupa por hacerte feliz encuentra el precio mas barato en televisores lavadoras y mucho mas y servicios contraentregan atiende las 24 horas del dia Usa todas las tarjetas atecion al cliente.,es un mugar que se preocupa por hacerte feliz encuentra el precio mas barato en televisores lavadoras y mucho mas y servicios contraentregan atiende las 24 horas del dia usa todas las tarjetas atecion al cliente,212,36,False,False,False,False,True,muy positivo,True,False,
"A 10 soles la hora de estacionamiento, no lo recomiendo para nada. No vayan.",Metro,Breña,Retail,1,muy negativo,Hace 10 meses,"https://www.google.com/maps/place/Metro+Bre%C3%B1a/@-12.053956,-77.0534221,15z/data=!4m8!3m7!1s0x9105c8c53e4b0cb1:0x35d73616c6af137!8m2!3d-12.0539772!4d-77.0431223!9m1!1b1!16s%2Fg%2F11h1cmj1r?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","A 10 soles la hora de estacionamiento, no lo recomiendo para nada. No vayan.",a 10 soles la hora de estacionamiento no lo recomiendo para nada no vayan,76,14,False,False,False,False,True,muy negativo,True,False,
"La cafetería es surtida, permite pasar un tiempo agradable degustando algún postre mientras realizamos nuestras compras. Deberían implementar baños para PADRES, ya que muchas veces debemos hacer ingresar a nuestros bebés a baños destinados a Adultos.",Wong,San Isidro,Retail,2,negativo,Hace 6 años,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","La cafetería es surtida, permite pasar un tiempo agradable degustando algún postre mientras realizamos nuestras compras. Deberían implementar baños para PADRES, ya que muchas veces debemos hacer ingresar a nuestros bebés a baños destinados a Adultos.",la cafetería es surtida permite pasar un tiempo agradable degustando algún postre mientras realizamos nuestras compras deberían implementar baños para padres ya que muchas veces debemos hacer ingresar a nuestros bebés a baños destinados a adultos,250,36,False,False,False,False,True,negativo,True,False,
"Ordenado, limpio, seguro y grande, con una gran variedad de productos buenos y precios bajos",Plaza Vea,Miraflores,Retail,5,muy positivo,Fecha de edición: Hace un año,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Ordenado, limpio, seguro y grande, con una gran variedad de productos buenos y precios bajos",ordenado limpio seguro y grande con una gran variedad de productos buenos y precios bajos,92,15,False,False,False,False,True,muy positivo,True,False,
"Magnífico encuentras de todo, precios para todos los gustos. Buen pescado,buena verdura, pan agradable, utilices de aseo y escritorio, utensilio de cocina, hasta entradas para el teatro. Muy bien! Solo por mejorar algunas cajeras. (Muy distraidas)",Wong,San Isidro,Retail,5,muy positivo,Hace 6 años,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Magnífico encuentras de todo, precios para todos los gustos. Buen pescado,buena verdura, pan agradable, utilices de aseo y escritorio, utensilio de cocina, hasta entradas para el teatro. Muy bien! Solo por mejorar algunas cajeras. (Muy distraidas)",magnífico encuentras de todo precios para todos los gustos buen pescado buena verdura pan agradable utilices de aseo y escritorio utensilio de cocina hasta entradas para el teatro muy bien solo por mejorar algunas cajeras muy distraidas,247,37,False,False,False,False,True,muy positivo,True,False,
