id_registro,empresa,rubro,estrellas,comentario_limpio,etiqueta_llm,confianza_llm,justificacion_llm,etiqueta_pipeline_anterior,etiqueta_corregida
53,BBVA,Banca,4,Oficinas Pluspetrol. Pisos del 6 al 10,neutral,0.95,Información sin valoración.,neutral,
3214,Plaza Vea,Retail,1,Mala experiencia con la seguridad del local que no dejaba sacar el coche de compras para colocarlo en la cajuela del taxi habia realizado una compra grande y aún llevando mis dos coches y bolsas pesaba fui con mi pequeña y no podía dejarla sola la seguridad femenina pésima atención,muy negativo,0.95,"Queja grave sobre seguridad y atención, recomienda no ir",muy negativo,
2188,Movistar,Telecomunicaciones,2,"El puntaje de las opiniones hace justicia a lo que lamentablemente no es uno de los más grandes sino importantes centros de atención de Movistar. Sin duda la clientela estaría feliz con una fila de asientos, un número sacado con una etiqueta de papel y esperar la atención que necesita. Sin embargo no hay suficientes asientos y llaman a los clientes a gritos (a veces susurros que hacen que se pierda el turno. La personas que ponen en la entrada son un desagradable filtro de atención cuyo objetivo es dar prioridad a quienes vienen a comprar o sacar nuevas líneas. Una vez que tu gasto ha sido hecho no te volverán a atender con esa prioridad sino que irás al final... con los de las quejas, fallas, desperfectos, etc.",muy negativo,0.95,"Quejas graves sobre atención, falta de asientos y trato discriminatorio",negativo,
1717,Metro,Retail,4,Excelente ubicación y cuenta con un amplio estacionamiento. Tiene cajas de autoservicio para pago rápido. Atención más fluida. Tiene un segundo nivel con remates a muy buenos precios y variedad de productos.,muy positivo,0.95,Entusiasmo y recomendación clara.,positivo,
504,Claro,Telecomunicaciones,1,"Tengo un cambio de titularidad de una empresa, necesitaban validar la carta ante la notaria que está por acá cerca, quedaron en llamarme, dejé pasar los días en vista que no tenia respuesta me acerque nuevamente, cabe destacar que tuve que hacer la cola para que me atendieran nuevamente y lo que me dicen que no han respondido el correo de la notaria y que ya ha pasado un mes. Me tomaron los datos y dijeron que en dos días me iban a solucionar quedaron en llamar como no le llaman vuelvo a venir y dicen lo mismo que van a ver xq no han respondido la carta con esta atención ya van 3 atenciones y nadie me da solución. Que mala experiencia de verdad.",muy negativo,0.95,Queja extensa de falta de solución y mala atención,muy negativo,
4637,Wong,Retail,5,"Ubicado en el 2do y 3er piso, es muy variado. Tiene buena atención como en otras tiendas Wong. En el primer piso hay otros negocios y varios cajeros automáticos.",positivo,0.95,Variedad y buena atención similar a otras tiendas,muy positivo,
3253,Plaza Vea,Retail,3,"Asisto con frecuencia a hacer mis compras no porque sea la mejor tienda de plaza vea si no porque es la más cercana a mi, no e posible que un local como ese tenga productos sin preciados, fajas para productos en caja malograda, los supervisores de caja conversando con otro personal mientras que los están necesitando , balanzas malogradas y esto es solo algunas de las cosas que se ven y todo eso es mala gestión del gerente de tienda que no hace un control a los encargados de área.",muy negativo,0.95,Quejas extensas sobre mala gestión y equipamiento defectuoso,,
899,Entel,Telecomunicaciones,1,"Pesima la atención, para empezar. Fui por una renovacion, tenia un codigo para recoger el equipo en tienda y me indican que no tienen sistema despues de 10 minutos, no te ayudan en absolutamente nada. Me apena bastante la atencion.1",muy negativo,0.95,Queja fuerte sobre atención deficiente y falta de ayuda,muy negativo,
731,Claro,Telecomunicaciones,5,Local Amplio. Buena Cantidad de personal de atención al cliente. No hay q esperar mucho para ser atendido. Hay cajas donde pagar. Muestras de equipos. Fila para personas mayores o con bbs.,positivo,0.95,"Amplio, buen personal y espera mínima",muy positivo,
1707,Metro,Retail,3,"Toda la comodidad que tienen y facil acceso precios razonables descuidan las cajas en cajas para ancianos, embarazadas, con muletas, o mama c/bb van jovenes con niñis de 8años mientras q atras las colas ancianas con muletas, esos jovenes no la dejaban pasar cola era de jovenes Ojo.. Administrador las dos cajas especiales q han puesto ocurre lo mismo Gracias x escuchar",negativo,0.95,Precios razonables pero discriminación en cajas especiales,negativo,
962,Entel,Telecomunicaciones,4,"El servicio es bueno hasta ahora, solo que los tiempos de atención demoran, el local tienen buen repertorio de equipos para probar antes de adquirirlos, y la infraestructura tiene buen diseño y ventilación.",positivo,0.95,"Servicio bueno, aunque tiempos lentos, buen diseño",positivo,
1857,Metro,Retail,4,Buenos precios y todo ordenado. La zona mayorista con buenas ofertas,positivo,0.95,"Buenos precios y orden, zona mayorista con ofertas",positivo,
2395,Movistar,Telecomunicaciones,1,"El 19 may migre y compre un pack de DOS Samsung A72 y un A21s y lo enviaron a mi CASA pero x error de Movistar tuve que devolver el A72 x que se equivocaron de número y el transportista me ""sugirió"" que le aceptara el a21s y que en el transcurso de la tarde iba a traerme el A72 cosa que fue MENTIRA nunca cumplió su palabra hoy 25 May fui x 3ra vez y en vista que no me kerian completar mi PACK obte x devolver el equipo, en almacén me indicaron que el equipo estaba ""RAYADO "" COSA KE NO ES CIERTO CREO QUE ES UN TIPO DE ESTAFA YO NUNCA USE EL EQUIPO hable con una supervisora y le invite que ella misma revise el equipo pero ella se limitó a decir que eso lo veía almacén 🤷‍♂️ YO CREO KE ES UN NUEVO TIPO DE ESTAFA TE OFRECEN UN PACK AL FINAL TE TRAEN 1 EQUIPO Y DESPUES TE PONEN TRABAS PARA DEVOLVERLO ANTES DE LOS 7 DIAS 😡 con esta mala experiencia voy a tener ke cancelar mi trio y líneas celulares🤷‍♂️",muy negativo,0.95,"Acusa estafa y mala atención, tono de enojo",muy negativo,
3622,Ripley,Retail,5,"Resalta lo acogedor de la tienda y su limpieza, además de la amabilidad de sus trabajadores. Llegué para recoger una compra por internet, la atención fue rápida.",positivo,0.95,"Tienda acogedora, limpia y atención rápida",muy positivo,
1157,Falabella,Retail,3,"En ropa está ok... En calzado.. no tienen muchas tallas o modelos, su personal es muy clasista, atienden más rápido al que tiene pinta de gastar más, les falta personal, atención muy lenta, buenas promociones en perfumería, accesorios electrónicos hay para todo bolsillo , promociones sin sentido para que pagues con tu celular con alguna app de paso. Casi todo ok... Falla mucho su personal .",negativo,0.95,"Personal clasista, atención lenta y falta de tallas",neutral,
4070,Tottus,Retail,3,Compre una licuadora thomas hace unos meses.mala compra.el primer vaso se rajó. Y anoche el segundo vaso explotó con ka fruta.se desintegró todo.marca no confiable.hoy compre en hermosa de abancay otra licuadora Oster.,muy negativo,0.95,Queja grave de producto defectuoso y marca no confiable,negativo,
2654,Oechsle,Retail,3,"La atención es buena, generalmente no hay que esperar para hacer pagos. Los precios son parecidos a la competencia en algunos productos, más no menores y las promociones no son tan buenas.",neutral,0.95,"Atención buena, precios similares, promociones poco atractivas",neutral,
4779,Wong,Retail,5,Me encanta. Tiene todo. TODO. Lo que no encuentro en otro lado lo encuentro aquí. Buenas ofertas también.,muy positivo,0.95,"Entusiasmo claro, recomienda fuertemente",muy positivo,
2922,Plaza Vea,Retail,1,Me parece una estafa que cobren 3% de recargo a las tarjetas extranjeras. En ningún supermercado del mundo sucede algo así. Ellos dicen que se los cobra la empresa que les provee el posnet. Sin embargo ese sistema lo usan en todo Perú y nadie me ha cobrado de más. No voy más.,muy negativo,0.95,"Denuncia cobro extra como estafa, decide no volver",muy negativo,
3117,Plaza Vea,Retail,4,Buenísimo compré todo lo q necesitaba y gracias a Díos todo lo q buscaba lo hay alli 🤩👍…,muy positivo,0.95,"Entusiasmo extremo, recomendación implícita",positivo,
4154,Tottus,Retail,5,Todo excelente. Encuentras de todo en realidad. Es muy grande y con amplio espacio para transitar. Cumplen todos los protocolos de bioseguridad. Muy bien señalizado la entrada y salida. Variedad de marcas y más de cajas para realizar los pagos.,muy positivo,0.95,"Elogio completo y entusiasta, sin reservas",muy positivo,
2421,Movistar,Telecomunicaciones,1,"Pésimo, hay una cola extensa para entregar tickets de atención y encima después de que te dan el turno han retirado las sillas de espera, hay bastante adulto mayor y las personas se sientan en el piso pues no hay lugar para tomar asiento, solo 6 sillas",muy negativo,0.95,Queja grave de cola y falta de asientos,muy negativo,
1192,Falabella,Retail,4,Es agradable.huele limpio fresco y perfumado . bonitas prendas.,positivo,0.95,Destaca ambiente agradable y prendas bonitas,positivo,
4667,Wong,Retail,2,"El servicio al cliente no es el mismo de siempre, sobretodo el del personal que se encuentra en caja, antes era un placer comprar aqui, ahora el servicio al cliente deja mucho que desear, ojalá puedan mejorar, mientras tanto manejaré más pero iré al Wong del óvalo Gutierrez.",negativo,0.95,"Servicio al cliente peor, busca otra tienda",negativo,
848,Entel,Telecomunicaciones,5,Excelente,muy positivo,0.95,Palabra única de alta valoración.,,
2229,Movistar,Telecomunicaciones,1,"Una estafa, me voy a claro, wii, hace medio año que quiero pasar de pospago a prepago y no se puede, te dejan esperando una hora los que atienden se burlan te cortan .El internet se va a cada rato y que decir del telefono fijo, vino un tecnico arreglar y lo dejo inoperativo y estoy medio medio año sin servicio y me siguen cobrando, esto es una burla al cliente.MOVISTAR nunca mas, me voy a WII, CLARO, ENTEL, etc",muy negativo,0.95,"Acusación de estafa, rechazo total",muy negativo,
1092,Entel,Telecomunicaciones,5,Excelente servicio.,muy positivo,0.95,Elogio breve pero entusiasta,muy positivo,
740,Claro,Telecomunicaciones,5,"Excelente atención, fueron muy amables.",muy positivo,0.95,"Elogio entusiasta, alta satisfacción",muy positivo,
4395,Wong,Retail,4,"Variedad y precio muy bien, la atención de la cajera también fue óptimo como la ayuda de un repositor a la hora de ayudarme con 1 producto.",positivo,0.95,"Elogia variedad, precio y atención, sin quejas.",positivo,
1662,Interbank,Banca,4,"Lo bueno del Atm Interbank es q ,en él puedes pagar a ""empresas"". Ah, además te da vuelto! Hay asistentes en la entrada q te ayudan/orientan. Lo malo ,es q solo hay 2 ATM para operaciones múltiples y las colas para estos siempre son largas. Otro punto negativo es el monto mínimo para hacer uso de las ventanillas (sin cobro.) Solo para operaciones de + 1000 soles. Menor a eso...al ATM.",negativo,0.95,"Pocas ATM, colas largas y monto mínimo restrictivo",neutral,
108,BBVA,Banca,5,Excelente! GRACIAS,muy positivo,0.95,Expresa entusiasmo y agradecimiento,muy positivo,
2019,Movistar,Telecomunicaciones,2,"Atención pésima, horrible",muy negativo,0.95,"Fuerte queja, atención calificada como pésima",negativo,
356,BanBif,Banca,5,Excelente servicio!,muy positivo,0.95,Elogio entusiasta y breve,muy positivo,
2011,Movistar,Telecomunicaciones,2,"Es imposible recablear sus servicios, es más fácil que vuelva con mi ex",muy negativo,0.95,"Expresa imposibilidad y enojo, desaconseja",negativo,
726,Claro,Telecomunicaciones,5,Es muy buen operador yo estaba en movistar y tenia muchos problemas con su servicio migre y estoy bien muy buena señal y cómodo sus celulares y el recibo muy bueno lo recomiendo,muy positivo,0.95,Elogio entusiasta y recomendación clara,muy positivo,
1445,Falabella,Retail,1,"La atención es muy mala por parte de las cajeras...haces una línea para cancelar y las personas entran po rel lado contrario y los turistas quedan esperando nuevamente un turno para cancelar, deberían de respetar el turno de cancelar la compra!!!",muy negativo,0.95,"Queja grave sobre atención, tono muy negativo.",muy negativo,
1613,Interbank,Banca,5,El mejor banco,muy positivo,0.95,"Elogio máximo, recomendación implícita",muy positivo,
4138,Tottus,Retail,5,"Me encantó, Todo lo que puedas necesitar está en este lugar.. Alimentos Mantenimiento del hogar Productos de higiene personal Ropa Calzado y más!!",muy positivo,0.95,"Entusiasmo claro, recomienda fuertemente",muy positivo,
1019,Entel,Telecomunicaciones,1,"Aquí pasan cosas extrañas como qué hay muchos módulos disponibles pero dejan a la gente esperando afuera. No respetan ni cuentan con fila preferencial, vi a un adulto mayor haciendo la misma fila que todos. El guardián es un robot.",negativo,0.95,"Quejas sobre esperas, falta de fila preferencial y trato deficiente",muy negativo,
2389,Movistar,Telecomunicaciones,1,Lamentable el servicio que da esta empresa ! Hacen lo que les da la gana con los usuarios. No resuelven nada y su respuesta es que se resolvera dentro de 24 horas; paso las 24 horas y lo suben a 48 horas y despues de 48 horas no tienen una respuesta concreta!!,muy negativo,0.95,Expresa enojo grave por falta de solución y demoras,muy negativo,
3166,Plaza Vea,Retail,5,"Tiene de todo de primera necesidad para el hogar, hasta encuentras electrodomésticos. Un local organizado, limpio y con buena atención. Me encantó , valió mucho conocerlo.",muy positivo,0.95,"Entusiasmo total, recomienda sin reservas",muy positivo,
2987,Plaza Vea,Retail,5,"Desde la renovación de infraestructura realizada, que dió paso a la reubicación de góndolas y espacio de preparación y atención de comestibles, este local es una de los mejores. A ello se suma la calidad de atención y como siempre, los buenos precios y gran variedad de productos.",muy positivo,0.95,"Elogio entusiasta a infraestructura, atención, precios y variedad.",muy positivo,
2116,Movistar,Telecomunicaciones,1,"Te atienden de muy mala gana. Mientras te hablan, el personal que te atiende está escribiendo en WhatsApp. Los supervisores llenos de excusas, no saludan ni se disculpan. No soy religioso pero estoy rezando para que otra compañía se ocupe de la telefonía en Perú.",muy negativo,0.95,"Denuncia mala actitud, tono muy negativo.",muy negativo,
745,Claro,Telecomunicaciones,5,"Buen lugar para pagar recibos, atencion de cliente, CAC DE CLARO.",positivo,0.95,"Elogio sencillo, sin peros ni entusiasmo extremo.",muy positivo,
3904,Tottus,Retail,2,"Pésimo. Ambiente tétrico, le falta más vida, falta de iluminación. Requieren hacer mantenimiento. Patio de comidas: Mesas rotas, asientos rasgados, y mejorar la comida muy simple, no tiene sabor",muy negativo,0.96,"Critica fuertemente ambiente y servicio, tono negativo",negativo,
2920,Plaza Vea,Retail,1,"Cuando recién abrieron el patio de comidas estaba impecable, no ha pasado mucho tiempo y todo esta de cabeza, los asientos rotos mesas y sillas desordenadas, servilletas y vasos en el piso, entra gente a pedir plata y vender golosinas, para variar no hay ni un encargado ni vigilante en ese sitio. Un día un tipo bajó su bicicleta en el patio de comidas y conchudo no dejaba pasar y encima no consumia nada. Parece tierra de nadie.",muy negativo,0.96,Denuncia caos y falta de supervisión.,muy negativo,
1579,Interbank,Banca,5,"Interbank cuenta con un amplio espacio para sus clientes, caracterizado por ser un ambiente agradable y acogedor. El orden y la limpieza en el local son evidentes y a pesar de que se encuentre adentro de Plaza Vea y comparta el piso con operadoras telefónicas, no es impedimento para que la corta estadía en el lugar sea agradable. Además, merece una mención especial la rapidez y oportuna atención que brinda el personal al momento de ser atendido. El personal está siempre dispuesto a ayudar y resolver cualquier duda que surja, con un trato amable y cordial. Por último, es de destacar el éxito en el servicio prestado, ya que las transacciones son procesadas sin contratiempos, cumpliendo con todas las regulaciones y normativas, garantizando la seguridad y la satisfacción del cliente. En resumen, Interbank es una excelente opción para realizar transacciones bancarias (recojer tu tarjeta de débito/crédito entre otros), donde se pueden encontrar buen espacio, orden y limpieza, rapidez y oportuna atención, y lograr a hacer lo que estabas buscando.",muy positivo,0.96,Elogio extenso y entusiasta del servicio,muy positivo,
4300,Tottus,Retail,5,"Tottus es una opción práctica y funcional para hacer compras del día a día. Encuentras buena variedad de productos: abarrotes, carnes, frutas, artículos de limpieza y básicos para el hogar. Los precios suelen ser competitivos y constantemente tienen promociones que valen la pena. El local es amplio, ordenado y permite una compra relativamente rápida, incluso en horas con más afluencia. La atención es correcta y las cajas avanzan con buen ritmo. Una alternativa confiable si buscas abastecerte sin complicarte y con buena relación precio–calidad.",muy positivo,0.96,"Elogio entusiasta a variedad, precios y servicio",muy positivo,
3646,Ripley,Retail,5,"Me encantó porque puedo ir con mi cachorro, además pude encontrar los adornos de navidad con un descuento de 70 por ciento",muy positivo,0.96,Entusiasmo y recomendación clara.,muy positivo,
2362,Movistar,Telecomunicaciones,1,"Malisimos desde la atención hasta la gestión de baja de servicios solicitados, cambios. Igual te cobran sin que nadie haga nada.",muy negativo,0.96,Queja grave de mala atención y cobros indebidos,muy negativo,
4500,Wong,Retail,1,"Mala experiencia con su productos lácteos, ya tuve que devolver hace meses queso fresco que no estaba nada fresco, ya en descomposición y hoy, la leche entera piamonte, me toca nuevamente hacer el trámite de queja en atención al cliente, y no tener respuesta del libro de reclamaciones.",muy negativo,0.96,Queja grave de productos y falta de respuesta,muy negativo,
3210,Plaza Vea,Retail,1,"Una porquería,ayer fui x tercera vez ,de nuevo se fué el sistema se formaron colas interminables y nunca pudieron darle solución al problema,,y encima te tratan mal los supervisores",muy negativo,0.96,"Queja grave, maltrato y fallas",muy negativo,
1260,Falabella,Retail,5,Muy buen centro comercial para hacer compras,positivo,0.96,Elogio general del centro comercial,muy positivo,
390,Claro,Telecomunicaciones,1,"Pésimo servicio, muy mala empresa para considerar ser cliente de ellos. Casi 02 horas esperando en la cola para que luego te cierren la puerta en la cara indicándote que no te atenderán, cuando sus trabajadores estuvieron sin atender clientes solo para esperar su hora de salida. No lo recomiendo para nada.",muy negativo,0.96,"Denuncia servicio pésimo, largas esperas y cierre abrupto",muy negativo,
4065,Tottus,Retail,3,"A pesar de que hacen renovaciones que hacen el ambiente acogedor, es común encontrar, papas, tomates, naranjas, mandarinas y demás productos perecibles en proceso de descomposición. Puedes hacerles notar el tema varias veces y aún así no revisan que los productos estén frescos todos los días.",negativo,0.96,Productos en descomposición y falta de revisión pese a renovaciones,negativo,
1633,Interbank,Banca,3,"El local el amplio, pero la atención es bastante lenta, sabiendo que la mayoría de gente va a hacer consultas en el horario de refrigerio, se quedan con poco personal en ventanilla.",negativo,0.96,Atención lenta y falta de personal en horario pico,negativo,
312,BCP,Banca,1,"Las colas son tremendas , 40 minutos y de momento no pude ingresar , muy muy lento!!! De los peores BCP que he utilizado , si pueden ir a otro mejor",muy negativo,0.96,"Queja intensa, califica como peor, sugiere cambiar.",muy negativo,
1238,Falabella,Retail,5,"Me encanta, es una de las tiendas donde encuentro variedad y modelos que no hay en todas las tiendas. La atención siempre ha sido muy buena, me gusta la distribución de la ropa por que permiten encontrar muy rápido todo lo que se necesita.",muy positivo,0.96,"Entusiasmo y elogio constante, recomendación implícita.",muy positivo,
134,BCP,Banca,1,Malisima Atencion,muy negativo,0.96,"Expresión de enojo fuerte, califica atención como mala.",muy negativo,
227,BCP,Banca,1,"Extremadamente mala la agencia. La pantalla de plataforma no funciona y llaman gritando a la gente, cosa que a veces tampoco se escucha cuando llaman. A los clientes extranjeros les dan un número diferente para atención en plataforma y atienden primero a los nacionales cuando debería ser en orden de llegada. Pasan más de 2 horas y nada que avanza la atención en plataforma",muy negativo,0.96,Queja grave de mala atención y largas esperas,muy negativo,
2240,Movistar,Telecomunicaciones,1,Lugar de pésima atención donde no se puede hacer quejas ni denuncias de mala calidad de servicio que ofrecen tanto de telefonía y cable lo peor y ninguna fiscalización abusos a usuarios como yo y miles de personas,muy negativo,0.96,Queja grave de falta de atención y denuncias,muy negativo,
1009,Entel,Telecomunicaciones,1,"Tiempo de espera promedio 1Hora, atención pésima desde la entrada, demora en caja, personal desatento y no demuestran amabilidad, no cambio de operador porque Entel es un mal menor.",muy negativo,0.96,Queja grave de larga espera y atención pésima.,muy negativo,
4603,Wong,Retail,5,"Sí, estuve en la tienda Wong de bajada Balta, de Miraflores , me encanta esa tienda ( bueno otras de Wong también), excelente , encuentro de todo en sus dos pisos, me encanta la calidad y el orden y pulcritud de la tienda, muy buen servicio, compré verduras, abarrotes, vino, librería ...de todo un poco....feliz!! I love You Wong. ❤️",muy positivo,0.96,"Entusiasmo extremo, elogio total",muy positivo,
158,BCP,Banca,1,Muy mala atención a extranjeros,muy negativo,0.96,Queja grave dirigida a extranjeros,muy negativo,
2712,Oechsle,Retail,5,Compré rápido buena atención salí contenta con lo que buscaba buenos precios el personal muy amable,muy positivo,0.96,"Elogia rapidez, atención, precios y amabilidad, tono entusiasta",muy positivo,
1997,Movistar,Telecomunicaciones,1,Muy mal servicio,muy negativo,0.96,"Queja fuerte, servicio deficiente",muy negativo,
1423,Falabella,Retail,1,"Terrible... ahora dejan entrar con mascotas y los dueños dejan metros de correa, tanto así que el día que fui a San Isidro dos perros iniciaron una pelea exponiendo a visitantes adultos y niños. Además algunos cargan a sus mascotas y estos babean todos los artículos entre ellos la ropa, además de que los dueños no se lavan las manos y tocan la ropa etc realmente una contaminación ingente.",muy negativo,0.96,"Queja grave, describe problemas serios y desaconseja",muy negativo,
2118,Movistar,Telecomunicaciones,1,"Tiene pésima atención, no te solucionan los reclamos, te engañan diciendo que van a tramitar y corregir los problemas. Ya tengo más de una semana sin servicio telefónico, nunca me dieron solución a mi reclamo. Empresa no recomendable ni confiable",muy negativo,0.96,"Queja grave, desconfianza total",muy negativo,
4120,Tottus,Retail,5,Excelente variedad y buenos precios. Las personas que atienden son muy amables. El lugar es muy comodo y el estacionamiento te lo exoneran si compras ms de 100 soles con la tarjeta cmr. Muy recomendable también por las ofertas,muy positivo,0.96,"Enthusiastic praise, highlights variedad, precios, amabilidad, recomienda",muy positivo,
1938,Metro,Retail,5,"Buen lugar para hacer las compras para el hogar, desde alimentos de primera necesidad hasta muchas cosas para el hogar, electrodomésticos y adornos, muy completo y recomendable.",muy positivo,0.96,Elogio amplio y recomendación enfática,muy positivo,
863,Entel,Telecomunicaciones,5,Tienda moderna con buen servicio !!!,muy positivo,0.96,"Entusiasmo claro, recomienda implícitamente",muy positivo,
23,BBVA,Banca,1,"Soy clienta tengo cuenta corriente, vivo en España. Desde la AFP todos los meses se ingresa una pequeña pensión, pero ustedes no me permiten disponer de esa cantidad. Espero que a raíz de este comentario se dignen a contestarme. En Atención al Cliente, existe una señora q conoce toda mi situación desde hace varios años, he seguido sus indicaciones y una vez presentada la documentación, a vuelto a negar la mínima posibilidad de poder disponer.",muy negativo,0.96,"Queja grave, solicita solución, tono enfadado",muy negativo,
4469,Wong,Retail,5,Me encanta comprar mis artículos en estas tiendas.Su atención es prolija y su mercadería es de primera.,muy positivo,0.96,"Entusiasmo claro, elogio sin reservas, recomienda fuertemente.",muy positivo,
1753,Metro,Retail,4,Nunca vayan a partir de las 7 pm. Las colas son imposibles y es un Metro bastante recurrente.,muy negativo,0.96,Advertencia fuerte por colas imposibles después de las 7 pm,,
631,Claro,Telecomunicaciones,1,"La peor c@g@d@. Te hacen esperar más de 2 horas, para llegar a la ventanilla y te digan que el sistema se ha caído, debes esperar una hora más. Lo peor de lo peor en servicio al cliente.",muy negativo,0.96,"Queja extrema, tono de enojo",muy negativo,
155,BCP,Banca,1,"Qué vergüenza, 3 meses peleando un reembolso de un pedido de Amazon cancelado. Me cansé de pelear por un monto ridículo con sus mil excusas, tengan cuidado porque si se ensucian con 60’dolares y se manejan tan mal, no quiero imaginar que pasaría si se les pierde un monto mayor, recomiendo otro banco. 5 veces puse reclamo por dicho reembolso y la ineficiencia es absoluta.",muy negativo,0.96,"Queja extrema, recomienda no usar",muy negativo,
2171,Movistar,Telecomunicaciones,1,Pésima atención. El mismo personal te induce al error por no tener claros los procedimientos.,muy negativo,0.97,"Queja grave de atención, recomienda no ir",muy negativo,
131,BBVA,Banca,5,Excelente,muy positivo,0.97,Comentario breve pero altamente elogioso.,,
2095,Movistar,Telecomunicaciones,5,Buenas atenciones buen trató y SOBRE todo CON MUCHA Educación excelente trató sali muy agradecida con TODO,muy positivo,0.97,"Entusiasmo y agradecimiento, elogia atención y educación",muy positivo,
1249,Falabella,Retail,5,"Esta es una de las mejores tiendas por departamentos que puedes encontrar en la cuidad, es muy grande tiene cuatro niveles en donde encontrarás gran variedad de opciones de marcas, estilos tendencias nuevas así como también grandes ofertas, los artículos de venta van desde perfumes, maquillaje, todo tipo y clase de ropa, juguetes, electrodomésticos y muebles además de artículos de decoración para el hogar. Los precios son muy competitivos además de la atención es muy gentil y amable por parte de todo el personal que labora aquí, desde el ingreso a la tienda hasta la salida.",muy positivo,0.97,"Elogio extenso y entusiasta a variedad, precios y atención.",muy positivo,
248,BCP,Banca,5,"Recientemente abrí una cuenta bancaria en el Banco de Crédito del Perú (BCP) y quedé muy impresionado con la fluidez del proceso. Al llegar, me atendieron con prontitud y, en aproximadamente 25 minutos, completaron todos los trámites necesarios, incluyendo el depósito inicial en una ventanilla aparte. Las instalaciones estaban impecables y los dos empleados que me atendieron fueron corteses y profesionales. Recomiendo ampliamente el BCP por su servicio eficiente y atento.",muy positivo,0.97,"Alto elogio, destaca eficiencia, profesionalismo, recomienda ampliamente",muy positivo,
2170,Movistar,Telecomunicaciones,1,"Trato nefasto por parte del personal, que tiene formación nula. Trato recibido pésimo, con pésima actitud.",muy negativo,0.97,Denuncia trato nefasto y actitud pésima del personal,muy negativo,
3881,Scotiabank,Banca,1,"Malísima atención al cliente, hay cajeros que por cuadrar su caja rapidito no te quieren atender. Siempre he depositado en una cuenta corriente y oh sorpresa la señorita dice que la cuenta es inválida.",muy negativo,0.97,Queja grave de atención y cuenta inválida,muy negativo,
33,BBVA,Banca,1,"Lo peor que hay, por el chat no te hacen caso, por teléfono no saben dar solución a nada, no tienen la formación ni los conocimientos necesarios para buscar soluciones en su aplicación. Y encima de todo el Banco dispone de tu dinero como ellos estiman necesario. Siempre tienen pretextos. Lamentable.",muy negativo,0.97,"Queja grave, enojo, recomienda no ir",muy negativo,
2101,Movistar,Telecomunicaciones,1,"Llame hace 3 días para agregar una segunda linea y ahora no me paran de llamar cada 5 minutos. Les pido que paren y me ignorar y siguen empujando ofertas como si su vida estuviera en peligro. Horrible, me voy a cambiar a otro proveedor al fin del mes.",muy negativo,0.97,"Queja fuerte, amenaza de cambio",muy negativo,
882,Entel,Telecomunicaciones,1,"Son unos estafadores, no les compren. Jamás llegan correos de confirmación, ni boletas. Te cancelan las compras, poniendo información errónea, como si hubieses sido tú quien la canceló adrede. Si buscas reclamar o hablar con un asesor, nunca te dan información ni se comunican en las 24h que siempre mencionan. Proceden de manera poco transparente y te hacen perder el tiempo. Para reembolsos es otro tema porque jamás los hacen. Tengan cuidado",muy negativo,0.97,"Denuncia estafa, falta de respuesta y reembolsos, recomienda evitar",muy negativo,
880,Entel,Telecomunicaciones,1,"Pesimo servicio, acaban de suspender una linea con la cual se trabaja. El ejecutivo la ha suspendido colocando la firma y huella digital del documento pasado pero con la fecha de hoy, esto es una trafa, estafa, no se como llamarlo...claramente una suplantación de identidad. Habia un reclamo pendiente de resolver, hay otra línea a solicitud suspendida porque nos venden un teléfono y nos obligan a comprar un chip, pero el teléfono ya fue pagado en su totalidad, en el mismo mes de compra. Que personal tienen en sus filas. Una estrella, no se puede poner menos.",muy negativo,0.97,Denuncia fraude y pésimo servicio,muy negativo,
4550,Wong,Retail,4,"Ayer tuve la peor experiencia con dos taxistas de Wong bajada Balta . Como no le supe especificar la dirección y no les gustó mi respuesta , terminó gritándome y se sumó su compañero . Me maltrataron sin razón ! Tengan cuidado con ellos son muy agresivos !",muy negativo,0.97,"Queja grave, agresión, recomienda evitar",,
992,Entel,Telecomunicaciones,5,Excelente la atención.Me tuvo muuuuucha paciencia el joven que me atendió y todos los que trabajan allí.,muy positivo,0.97,Elogio entusiasta y recomendación implícita.,muy positivo,
2376,Movistar,Telecomunicaciones,1,Malísimo Movistar. Llevo 10 días sin internet y no me dan solución a pesar q he llamado varias veces. Estoy buscando migrar a otras empresas por la ineficiencia de ellos.,muy negativo,0.97,"Enojo grave, falta de solución, quiere cambiar de proveedor",muy negativo,
720,Claro,Telecomunicaciones,5,Me encanta q se cambiaron al tercer piso...,muy positivo,0.97,"Entusiasmo por cambio de piso, reseña positiva",,
2754,Oechsle,Retail,5,"Tiene muchas ofertas y varias secciones, desde ropa, electrodomésticos, deportivo, zapatillas, juguetes, perfumería, maquillaje, cosas para el hogar, etc. Muchísimas novedades y ofertas, es muy completo.",muy positivo,0.97,"Amplia variedad y ofertas, reseña entusiasta",muy positivo,
245,BCP,Banca,5,"El mejor banco, con muchos menos errores que los otros.",muy positivo,0.97,"Elogio enfático, lo califica como el mejor",muy positivo,
1247,Falabella,Retail,5,"Local comercial con excelentes ofertas y lo mejor de todo es que se puede disfrutar de un rico café mientras esperamos a alguien o simplemente descansamos un poco cuenta con 3 pisos clasificados en 1 piso dama, segundo piso niños y hogar y 3 piso hombre y artefactos",muy positivo,0.97,"Ofertas excelentes y café agradable, reseña entusiasta",muy positivo,
