comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url
"atención pésima, tienes que hacer cola para cualquier trámite para generar un tick tienes que esperar demasiado y ahí hay veces viene el personal después de usted y a pasar rápido y Al toque y lo generan un tic mucho personal en la puerta mal la atención",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 3 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Realmente la peor atención del mundo. No saben dar todas las informaciones de una ves, cada ves que voy un asesor me da una información diferente. No capacitan bien su personal. Sus contratos están súper bien hecho para que salgan siempre ganadores aún ellos están en la culpa. Le peor es la demora es demasiado, no pueden tener tanto espera en una tienda es una locura.",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 5 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"De todos los trabajadores solo hay uno que de verdad se le ve haciendo su trabajo. El resto conversando, jugando, en el celular, descansado varios minutos después de atender a un cliente, haciendo papelitos jugando a no sé qué, la de caja jugando en el celular mientras atiende a los clientes. Deberían hacer una depuración. Felizmente hoy podré migrar a Entel.",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 7 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Ha en esperar demasiado la gente que deberia trabajar no hace que hablar con el companero de a lado de ra en cuando desaparecen. Estamos desse hace una hora y nada, nunca mas claro .",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 3 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Me tuvieron una hora esperando para ser atendido, cuando ya era mi número/código solo demoré 5 segundos en ver qué cabina era y un señor de colo, el señor que debía atenderme no lo hizo hasta que comencé a quejarme.",Claro,Miraflores,Telecomunicaciones,2,negativo,Hace 3 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"La peor experiencia y la peor atención. De la misma manera en todas las sedes, todas siempre están llenas de gente porque su atención telefónica es nula, jamás responden y la gente se ve obligada a ir a sus sedes con tiempo de espera para la atención de 2 horas aproximadamente.",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 3 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Había bastante gente, aún así la espera y la atención fue rápida. La asesora que me atendió fue amable.",Claro,Miraflores,Telecomunicaciones,4,positivo,Hace 6 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Atencion un poco lenta, muchos clientes reclamando. Pero al menos intenta resolver problemas. La atencion es amable.",Claro,Miraflores,Telecomunicaciones,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Son completamente poco profesionales y cometen errores una y otra vez. Capacita mejor a sus empleados o despídelos.,Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 3 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Claro es tan anticuado. Todavía tienes que hacer casi todo en persona en lugar de en línea. Nada se siente automatizado ni sencillo. Es un fastidio tener que lidiar con eso, pero al final uno se obliga a hacerlo y ya está, lamentablemente. Luego te llaman sin parar, diez veces en una sola hora, solo para “confirmar” si estás contento con el servicio. Estaba tan furioso que les dije que los iba a demandar por ser tan invasivos, y recién ahí dejaron de llamar. Welcome to Perú.",Claro,Miraflores,Telecomunicaciones,2,negativo,Hace 9 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"En esta oportunidad e imagino q por el horario, me atendieron rápido, fui a confultar por un reclamo puesto en diciembre y me doy con la sorpresa q fue anulado el mismo así que generaron una solicitud por el sistema para dar solución (espero), resaltar al sr Marcelo Benítez P., acesor de servicio q fue cordial, atento y dentro de lo posible rápido con la atencion",Claro,Miraflores,Telecomunicaciones,3,neutral,Hace 5 años,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Muy buena atención, sólo me preocupó que dejen entrar a los perros, ayer que fui había un perro que ladraba mucho",Claro,Miraflores,Telecomunicaciones,5,muy positivo,Hace 5 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Siempre hay poca atención y termina siendo una eternidad su atención! Por favor mejoren eso!!!,Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 4 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Mala atención, dan una información en la entrada y otra en plataforma, hacen perder tiempo",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace un mes,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Casi una hora de espera para comprar un chip. Los trabajadores van llegando tarde y los que están demoran un montón.,Claro,Miraflores,Telecomunicaciones,2,negativo,Hace 8 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Pésima atención, ni fue posible resolver el problema de mi línea",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 7 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Muy buena atención. Fuimos después de las 6pm pensando que nos atenderían de mala gana o estarían cansados y malhumorados pero fue todo lo contrario. Nos ayudaron en todo momento y fueron muy amables. La atención fue rápida también, todo duró menos de 10 minutos.",Claro,Miraflores,Telecomunicaciones,5,muy positivo,Hace 6 años,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Demoran un montón,para renovar los datos hay que esperar mínimo 1 hora.",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"TERRIBLE ATENCIÓN! TE HACEN ESPERAR UNA HORA Y NO RESUELVEN! Dan pena, ni siquiera saben a quién recurrir para resolver sus problemas técnicos. Piénsenlo varias veces si es que están considerando adquirí algún servicio de Claro, ni los servicios de hogar ni los móviles. No lo recomiendo!",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 10 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Atención rapidísima para comprar un chip (tarjeta) prepago para pasar unos días en Perú. Tenían diferentes ofertas, con llamadas y Gb para todo el territorio nacional de Perú.",Claro,Miraflores,Telecomunicaciones,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Hace más de 7 años fui a este Centro de atención, vivía por la zona y veía siempre siempre largas colas; veo que algo mejoró. Al parecer, ya no hay dos colas! (Una cola para sacar el bendito ticket, con una persona y esa cola demoraba 90 mins y otra cola para la atención con el personal calificado para atenderte supuestamente, quien al final no soluciona ni M, y allí perdiste 30 minutos; al final 2 horas de pie!; si sufres de incontinencia renal fuiste en este local! No hay SSHH) Igual siguen sin atender y andan mirándose las caras y como dicen algunos sonseando, hablando entre ellos, es que no hay un administrador? Pésima atención y hoy por hoy; nuevamente luego de años que les puse un mal review, me llega un mensaje que alguien le dio like a mi comment aquí y resulta ser, que no veo mi comment de hace 7 años y me piden valorar nuevamente la empresa y me he basado en los 89 comentarios vistos y ratifico mi 1 estrella y como dije en mi anterior post, les calificaría con -5 si hubiera valores negativos!",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Centro de Atención Clientes de Claro Perú, cuenta con máquinas tipo cajero para Pagar Recibí, Recargas y Chips nuevos 4G, así mismo cuenta con una zona de autogestión, ventas de equipos de diferentes marcas y gamas, puede contratar servicios de Claro Hogar y atención en ventanilla por personal capacitado.",Claro,Miraflores,Telecomunicaciones,4,positivo,Hace 7 años,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Mucha gente y poco personal entre 12 y 2pm,Claro,Miraflores,Telecomunicaciones,4,positivo,Hace 3 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Fui a claro hace 1 semana para cambiar mi plan de pre a post pago. El chico que me atendió súper, hizo todo rápido y me dijo que el cambio era inmediato y que iba a poder disfrutar de mi nuevo plan (quería más tener el mismo número) desde ya. Saliendo de la tienda fui a hacer un tramite al banco y me doy cuenta que no puedo usar mi cel y me sale un mensaje que dice tarjeta SIM invalida o algo así. Voy nuevamente a Claro, estaban cerrando y le pido encarecidamente al sr de seguridad que me deje entrar 1 min a preguntar al chico que me atendió porque me salia ese mensaje. Me dijo seco que no y me cerró la puerta a la nariz. Me quedé 😱. Y me quedé todo el fin de semana incomunicada ....",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Siempre con su respectivas medidas sanitarias ...entrando. Se ve la amabilidad de los trabajadores .te atienden delo mejor y te dan soluciones..renové mi equipo allí y todo bien ..,Claro,Miraflores,Telecomunicaciones,5,muy positivo,Hace 4 años,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Demora mucho en la atención, mas de 2 horas",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 3 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Hoy 30 de enero me atendieron excelente,Claro,Miraflores,Telecomunicaciones,5,muy positivo,Fecha de edición: Hace 4 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
PESIMA ATENCION. FALTA DE CRITERIO TOTAL DE PARTE DE LIS EMPLEADOS. GROSERO S Y PATANES.,Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 5 meses,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"No me gustó la atención porque tienen una mala coordinación interna. Primero, nos dan unos requisitos para ser atendidos como empresa en la tienda, llegamos pero no nos atendieron porque alegan que los requisitos son otros. Finalmente, al retornar a la oficina, nuestra funcionaria comenta que igual debían que atendernos en la tienda con los documentos de sustento que llevamos.",Claro,Miraflores,Telecomunicaciones,2,negativo,Hace un año,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
