comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision,sentimiento_modelo,polaridad_modelo,confianza_modelo,prob_neg,prob_neu,prob_pos,sentimiento_final,sentimiento_final_provisional,requiere_revision_etiqueta,confianza_etiqueta,motivo_revision_etiqueta,sentimiento_final_original,sentimiento_final_origen,sentimiento_ia,confianza_ia,justificacion_ia,usar_etiqueta_ia,sentimiento_ia_neutral,confianza_ia_neutral,justificacion_ia_neutral,usar_etiqueta_ia_neutral,regla_aplicada
Bastante variado y muy poca gente por lo menos en el horario de las 9am en sábado y los precios con ofertas resultaron buenos,Oechsle,Jockey Plaza,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Bastante variado y muy poca gente por lo menos en el horario de las 9am en sábado y los precios con ofertas resultaron buenos,bastante variado y muy poca gente por lo menos en el horario de las 9am en sábado y los precios con ofertas resultaron buenos,125,24,False,False,False,False,True,muy positivo,True,False,,NEU,neutral,0.7301478385925293,0.1103893741965293,0.7301478385925293,0.1594627946615219,neutral,muy positivo,True,baja,sin_etiqueta_final_confiable,,regla_voto_ponderado,,,,,,,,,R1_estrellas_altas_neu_neutral
"es un lugar accesible agradable sin embargo hay algunos empleados que lejos de orientar, quizás sea porque algunos son nuevos o tal vez por la inexperiencia de poder dar al cliente lo que debidamente le corresponde señalar en forma precisa, acudí a comprar libros de corefo pero dicen que solamente existe en algunas tiendas de plaza vea",Plaza Vea,Miraflores,Retail,3,neutral,Hace 3 años,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","es un lugar accesible agradable sin embargo hay algunos empleados que lejos de orientar, quizás sea porque algunos son nuevos o tal vez por la inexperiencia de poder dar al cliente lo que debidamente le corresponde señalar en forma precisa, acudí a comprar libros de corefo pero dicen que solamente existe en algunas tiendas de plaza vea",es un lugar accesible agradable sin embargo hay algunos empleados que lejos de orientar quizás sea porque algunos son nuevos o tal vez por la inexperiencia de poder dar al cliente lo que debidamente le corresponde señalar en forma precisa acudí a comprar libros de corefo pero dicen que solamente existe en algunas tiendas de plaza vea,337,57,False,False,False,False,True,neutral,True,False,,NEG,negativo,0.7880905866622925,0.7880905866622925,0.2056352794170379,0.0062741464935243,neutral,neutral,True,baja,sin_etiqueta_final_confiable,,ia_lote_neutral,positivo,media,Comentario favorable sin queja relevante,si,neutral,media,Combina aspectos positivos y negativos,si,
"Ayer Martes 7 de enero a las 7.05 pm entrada del segundo piso el encargado de seguridad en la puerta demostró poco o nada de capacitación para atender a los clientes cuando salía del establecimiento con una tetera que había comprado entre otras cosas, suena el sensor y le muestro la boleta con la caja del producto pidiendo que verifique tal vez la cajera no lo había sacado el dispositivo me indica este sr. Qe debe llamar a central para verificar la compra sin revisar la caja y demorando demasiado pues no le respondían cuando le pregunto porque la llamada si tiene la boleta, me responde que todo producto debe vocearse a central para el inventario a lo cual le respondo se supone que en caja se registra automáticamente el retiro por venta y la boleta para verificar la compra deberia ser suficiente,este me responde que sino no estoy de acuerdo puedo ir a servicio al cliente de una manera grosera. Por supuesto que le indico no es manera de contestar primero por el tono ya que yo fui cortéz y la duda mía natural pues no me pasó lo mismo cuando compré un televisor. El hecho es que deben capacitar a su personal para saber responder pues los clientes tenemos derecho a que se respete nuestro tiempo así como a la información que se le solicite. Y para muestra este sr. Que al parecer no estaba capacitado no se percató que a la caja no le habían quitado el sensor magnético pues al sacar la tetera en mi domicilio me doy con esa sorpresa,de haberse dado cuenta no me hubiera hecho perder el tiempo. Puedo entender los procesos pero responder malhumoradamente como si me estuvieran regalando el producto ante una pregunta es de no querer regresar por el pésimo ambiente laboral de los empleados de esa tienda.",Ripley,San Miguel,Retail,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Ayer Martes 7 de enero a las 7.05 pm entrada del segundo piso el encargado de seguridad en la puerta demostró poco o nada de capacitación para atender a los clientes cuando salía del establecimiento con una tetera que había comprado entre otras cosas, suena el sensor y le muestro la boleta con la caja del producto pidiendo que verifique tal vez la cajera no lo había sacado el dispositivo me indica este sr. Qe debe llamar a central para verificar la compra sin revisar la caja y demorando demasiado pues no le respondían cuando le pregunto porque la llamada si tiene la boleta, me responde que todo producto debe vocearse a central para el inventario a lo cual le respondo se supone que en caja se registra automáticamente el retiro por venta y la boleta para verificar la compra deberia ser suficiente,este me responde que sino no estoy de acuerdo puedo ir a servicio al cliente de una manera grosera. Por supuesto que le indico no es manera de contestar primero por el tono ya que yo fui cortéz y la duda mía natural pues no me pasó lo mismo cuando compré un televisor. El hecho es que deben capacitar a su personal para saber responder pues los clientes tenemos derecho a que se respete nuestro tiempo así como a la información que se le solicite. Y para muestra este sr. Que al parecer no estaba capacitado no se percató que a la caja no le habían quitado el sensor magnético pues al sacar la tetera en mi domicilio me doy con esa sorpresa,de haberse dado cuenta no me hubiera hecho perder el tiempo. Puedo entender los procesos pero responder malhumoradamente como si me estuvieran regalando el producto ante una pregunta es de no querer regresar por el pésimo ambiente laboral de los empleados de esa tienda.",ayer martes 7 de enero a las 7 05 pm entrada del segundo piso el encargado de seguridad en la puerta demostró poco o nada de capacitación para atender a los clientes cuando salía del establecimiento con una tetera que había comprado entre otras cosas suena el sensor y le muestro la boleta con la caja del producto pidiendo que verifique tal vez la cajera no lo había sacado el dispositivo me indica este sr qe debe llamar a central para verificar la compra sin revisar la caja y demorando demasiado pues no le respondían cuando le pregunto porque la llamada si tiene la boleta me responde que todo producto debe vocearse a central para el inventario a lo cual le respondo se supone que en caja se registra automáticamente el retiro por venta y la boleta para verificar la compra deberia ser suficiente este me responde que sino no estoy de acuerdo puedo ir a servicio al cliente de una manera grosera por supuesto que le indico no es manera de contestar primero por el tono ya que yo fui cortéz y la duda mía natural pues no me pasó lo mismo cuando compré un televisor el hecho es que deben capacitar a su personal para saber responder pues los clientes tenemos derecho a que se respete nuestro tiempo así como a la información que se le solicite y para muestra este sr que al parecer no estaba capacitado no se percató que a la caja no le habían quitado el sensor magnético pues al sacar la tetera en mi domicilio me doy con esa sorpresa de haberse dado cuenta no me hubiera hecho perder el tiempo puedo entender los procesos pero responder malhumoradamente como si me estuvieran regalando el producto ante una pregunta es de no querer regresar por el pésimo ambiente laboral de los empleados de esa tienda,1717,311,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.6536809802055359,0.6536809802055359,0.3368130922317505,0.0095059545710682,muy negativo,muy negativo,False,media,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
Muy mala atención,Entel,San Miguel,Telecomunicaciones,1,muy negativo,Hace 6 años,"https://www.google.com/maps/place/TIENDA+PLAZA+SAN+MIGUEL+-+ENTEL/@-12.0763584,-77.0928335,15z/data=!3m1!5s0x9105c971d670aa0f:0x8193992371f626fa!4m8!3m7!1s0x9105c96d7da22637:0x682badb0e9bd7614!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!16s%2Fg%2F11b6qyzz6h?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy mala atención,muy mala atención,17,3,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9317840933799744,0.9317840933799744,0.0574021562933921,0.0108136935159564,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
"Algunas que atienden al público presencial lo hacen con una actiyud de indiferencia, falta de cortesia, no les interesa parecen aburridas de su quehacer o tienen mucha sobrecarga de demandas, quejas que ya ni siquiera disimulan su malhumor. Es muy frustrante.",Movistar,Miraflores,Telecomunicaciones,2,negativo,Hace 4 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Algunas que atienden al público presencial lo hacen con una actiyud de indiferencia, falta de cortesia, no les interesa parecen aburridas de su quehacer o tienen mucha sobrecarga de demandas, quejas que ya ni siquiera disimulan su malhumor. Es muy frustrante.",algunas que atienden al público presencial lo hacen con una actiyud de indiferencia falta de cortesia no les interesa parecen aburridas de su quehacer o tienen mucha sobrecarga de demandas quejas que ya ni siquiera disimulan su malhumor es muy frustrante,259,41,False,False,False,False,True,negativo,True,False,,NEG,negativo,0.9841607213020324,0.9841607213020324,0.0134791061282157,0.0023601446300745,negativo,negativo,False,alta,,negativo,consistencia_estrella_modelo,,,,,,,,,
"Pq el que atiende en módulo, sientes que te está asiendo un favor, te intimida por un reclamo. Ejem. Reclamaba que me anulen el móvil de Movistar total pq cuando me inscribí, pensé que era un solo recibo, luego cuando me facturan sale día recibos uno por Movistar total y otro por el móvil que era 77 soles. Le digo que solo el servicio de mov . Total nececito que anulen el móvil . Me condicionan y me dicen mejor anulamos todo hasta el número del fijo. Abandoné la ventanilla. De lo que debía pagar 230 soles salgo pagando 247 soles. Son personas sin criterio o la empresa ordena que trate al usuario mal.",Movistar,Los Olivos,Telecomunicaciones,2,negativo,Hace 6 años,"https://www.google.com/maps/place/Movistar/@-12.0012823,-77.0856623,14z/data=!4m12!1m2!2m1!1smovistar+los+olivos!3m8!1s0x9105cf035aadd309:0x278325a6ff63c9c!8m2!3d-11.9888504!4d-77.0723399!9m1!1b1!15sChNtb3Zpc3RhciBsb3Mgb2xpdm9zIgOIAQFaFSITbW92aXN0YXIgbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F1tgdv61q?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pq el que atiende en módulo, sientes que te está asiendo un favor, te intimida por un reclamo. Ejem. Reclamaba que me anulen el móvil de Movistar total pq cuando me inscribí, pensé que era un solo recibo, luego cuando me facturan sale día recibos uno por Movistar total y otro por el móvil que era 77 soles. Le digo que solo el servicio de mov . Total nececito que anulen el móvil . Me condicionan y me dicen mejor anulamos todo hasta el número del fijo. Abandoné la ventanilla. De lo que debía pagar 230 soles salgo pagando 247 soles. Son personas sin criterio o la empresa ordena que trate al usuario mal.",pq el que atiende en módulo sientes que te está asiendo un favor te intimida por un reclamo ejem reclamaba que me anulen el móvil de movistar total pq cuando me inscribí pensé que era un solo recibo luego cuando me facturan sale día recibos uno por movistar total y otro por el móvil que era 77 soles le digo que solo el servicio de mov total nececito que anulen el móvil me condicionan y me dicen mejor anulamos todo hasta el número del fijo abandoné la ventanilla de lo que debía pagar 230 soles salgo pagando 247 soles son personas sin criterio o la empresa ordena que trate al usuario mal,607,112,False,False,False,False,True,negativo,True,False,,NEG,negativo,0.7770638465881348,0.7770638465881348,0.2181556075811386,0.0047805486246943,negativo,negativo,False,media,,negativo,consistencia_estrella_modelo,,,,,,,,,
"Excelente servicio y gran variedad de opciones para los productos de primera necesidad, las ofertas son muy atractivas. La tienda es super grande, tienen diferentes áreas y buen surtidas",Tottus,Atocongo,Retail,5,muy positivo,Fecha de edición: Hace 2 años,"https://www.google.com/maps/place/Tottus/@-12.1472344,-76.9920292,15z/data=!4m8!3m7!1s0x9105b869706d27f1:0x989b4442c72af420!8m2!3d-12.1472556!4d-76.9817294!9m1!1b1!16s%2Fg%2F119vsqj6c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Excelente servicio y gran variedad de opciones para los productos de primera necesidad, las ofertas son muy atractivas. La tienda es super grande, tienen diferentes áreas y buen surtidas",excelente servicio y gran variedad de opciones para los productos de primera necesidad las ofertas son muy atractivas la tienda es super grande tienen diferentes áreas y buen surtidas,186,29,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9621568918228148,0.0034233534242957,0.0344197861850261,0.9621568918228148,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
Ropa de mujer juvenil no hay mucha variedad ademas de los costos muy altos . Pero sobre todo es la falta de modelos y variedad que ni en niños de 8 años hay .eso deberían de tener más en cuenta,Oechsle,Plaza Norte,Retail,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Oechsle+-+Plaza+Norte/@-12.0057768,-77.128451,12z/data=!3m1!5s0x11d62a0a81fe2803:0x123dd954ecd1a108!4m12!1m2!2m1!1sOechsle+san+miguel!3m8!1s0x9105cefd6554a025:0x40a7fed0ea54e457!8m2!3d-12.0057768!4d-77.0584132!9m1!1b1!15sChJPZWNoc2xlIHNhbiBtaWd1ZWwiA4gBAVoUIhJvZWNoc2xlIHNhbiBtaWd1ZWySARBkZXBhcnRtZW50X3N0b3Jl4AEA!16s%2Fg%2F11b6v29479?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Ropa de mujer juvenil no hay mucha variedad ademas de los costos muy altos . Pero sobre todo es la falta de modelos y variedad que ni en niños de 8 años hay .eso deberían de tener más en cuenta,ropa de mujer juvenil no hay mucha variedad ademas de los costos muy altos pero sobre todo es la falta de modelos y variedad que ni en niños de 8 años hay eso deberían de tener más en cuenta,193,39,False,False,False,False,True,neutral,True,False,,NEG,negativo,0.9698585271835328,0.9698585271835328,0.0262431986629962,0.0038982513360679,negativo,neutral,True,baja,sin_etiqueta_final_confiable,,ia_clase_minoritaria,negativo,media,Predomina la crítica pese a aspectos positivos,si,,,,,
Excelente supermercado. Encuentras de todo. Por otro lado tienes marcas de muy buena calidad en carnes y en artículos de limpieza el área del sector de electrodomésticos está representada por las mejores marcas incluso ves marcas como la de Daewoo que es una de las mejores marcas del mercado a un excelente precio la atención de las cajeras es espectacular y siempre están sonrientes,Tottus,Jockey Plaza,Retail,5,muy positivo,Fecha de edición: Hace 6 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Excelente supermercado. Encuentras de todo. Por otro lado tienes marcas de muy buena calidad en carnes y en artículos de limpieza el área del sector de electrodomésticos está representada por las mejores marcas incluso ves marcas como la de Daewoo que es una de las mejores marcas del mercado a un excelente precio la atención de las cajeras es espectacular y siempre están sonrientes,excelente supermercado encuentras de todo por otro lado tienes marcas de muy buena calidad en carnes y en artículos de limpieza el área del sector de electrodomésticos está representada por las mejores marcas incluso ves marcas como la de daewoo que es una de las mejores marcas del mercado a un excelente precio la atención de las cajeras es espectacular y siempre están sonrientes,384,64,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.972504734992981,0.0030860290862619,0.0244092531502246,0.972504734992981,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
"pésimo ooooooo. el domingo 11de agosto fui a hacer varios pagos, el cajero ALAZOCONDO 0263900, no me dio completo el vuelto, que falta de honradez!!!!! con la gente que contratan.",Movistar,San Miguel,Telecomunicaciones,1,muy negativo,Hace 6 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","pésimo ooooooo. el domingo 11de agosto fui a hacer varios pagos, el cajero ALAZOCONDO 0263900, no me dio completo el vuelto, que falta de honradez!!!!! con la gente que contratan.",pésimo ooooooo el domingo 11de agosto fui a hacer varios pagos el cajero alazocondo 0263900 no me dio completo el vuelto que falta de honradez con la gente que contratan,179,30,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9681007862091064,0.9681007862091064,0.0287822652608156,0.0031169431749731,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
"Demasiada lentitud en su atención, y si es en plataforma, peor aún.",Scotiabank,Miraflores,Banca,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Scotiabank/@-12.0975172,-77.1197116,12z/data=!3m1!5s0x9105c819394a5af3:0x5abf258a63b34274!4m12!1m2!2m1!1sscotiabank+miraflores!3m8!1s0x9105c8193eb36fbd:0x114350115c53ffda!8m2!3d-12.1235795!4d-77.0294127!9m1!1b1!15sChVzY290aWFiYW5rIG1pcmFmbG9yZXMiA4gBAZIBBGJhbmvgAQA!16s%2Fg%2F1yj2mg6jf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Demasiada lentitud en su atención, y si es en plataforma, peor aún.",demasiada lentitud en su atención y si es en plataforma peor aún,67,12,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9627305269241332,0.9627305269241332,0.0343126505613327,0.0029568378813564,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
"Limpio, ordenado, surtido, buenos precios; aunque muchas veces faltan canastas, y el control de seguridad que tienen en la entrada y salida es más que exagerado, pues estoy seguro que la mayor cantidad de asistentes somos clientes, y ser tratado de esa manera de impedir entrar con mochilas o bolsas al área de compras, es poco saludable.",Plaza Vea,Miraflores,Retail,3,neutral,Hace 8 años,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Limpio, ordenado, surtido, buenos precios; aunque muchas veces faltan canastas, y el control de seguridad que tienen en la entrada y salida es más que exagerado, pues estoy seguro que la mayor cantidad de asistentes somos clientes, y ser tratado de esa manera de impedir entrar con mochilas o bolsas al área de compras, es poco saludable.",limpio ordenado surtido buenos precios aunque muchas veces faltan canastas y el control de seguridad que tienen en la entrada y salida es más que exagerado pues estoy seguro que la mayor cantidad de asistentes somos clientes y ser tratado de esa manera de impedir entrar con mochilas o bolsas al área de compras es poco saludable,338,57,False,False,False,False,True,neutral,True,False,,NEG,negativo,0.8190145492553711,0.8190145492553711,0.1668755263090133,0.014110017567873,neutral,neutral,True,baja,sin_etiqueta_final_confiable,,ia_lote_neutral,muy positivo,alta,Elogio claro o recomendación explícita,si,neutral,media,Combina aspectos positivos y negativos,si,
"No me gustó mucho, porque para captar clientes lo llaman y le dan información errónea, por ejemplo me han dicho que podría adquirir un teléfono de alta gana, y que no me generaría intereses, y cuando sale el recibo, el teléfono me hubiese salido más caro, y aún así el que atendió, informa que eso se regula, que vuelve al pago acordado, llamo al banco y me informan que no hay filiación con Movistar y que si me va a generar interés, recomendación, decir la verdad al clientes y ver si uno quiere o no comprar",Movistar,Miraflores,Telecomunicaciones,1,muy negativo,Hace 3 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","No me gustó mucho, porque para captar clientes lo llaman y le dan información errónea, por ejemplo me han dicho que podría adquirir un teléfono de alta gana, y que no me generaría intereses, y cuando sale el recibo, el teléfono me hubiese salido más caro, y aún así el que atendió, informa que eso se regula, que vuelve al pago acordado, llamo al banco y me informan que no hay filiación con Movistar y que si me va a generar interés, recomendación, decir la verdad al clientes y ver si uno quiere o no comprar",no me gustó mucho porque para captar clientes lo llaman y le dan información errónea por ejemplo me han dicho que podría adquirir un teléfono de alta gana y que no me generaría intereses y cuando sale el recibo el teléfono me hubiese salido más caro y aún así el que atendió informa que eso se regula que vuelve al pago acordado llamo al banco y me informan que no hay filiación con movistar y que si me va a generar interés recomendación decir la verdad al clientes y ver si uno quiere o no comprar,510,96,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.6786072850227356,0.6786072850227356,0.3069400191307068,0.0144527200609445,muy negativo,muy negativo,False,media,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
Es un buen lugar para venir a hacer un reclamo de todo lo que hemos telefonía móvil también telefonía fija de familia y también si tienes para que te dé Tú y yo somos supuestamente acá tenemos un módulo que incluso pueden hacer reclamos y reclamos para lo que es oxifuel y para que puedan presentar ellos te dan una máquina YouTube haces mi moto reclama un lugar muy recomendable lo único que malo que aquí no tienen rápido porque largas colas de gente eso no se puede evitar ni modo por otro lado está bien puede ver varias cosas en solamente en un solo lugar,Movistar,San Isidro,Telecomunicaciones,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Es un buen lugar para venir a hacer un reclamo de todo lo que hemos telefonía móvil también telefonía fija de familia y también si tienes para que te dé Tú y yo somos supuestamente acá tenemos un módulo que incluso pueden hacer reclamos y reclamos para lo que es oxifuel y para que puedan presentar ellos te dan una máquina YouTube haces mi moto reclama un lugar muy recomendable lo único que malo que aquí no tienen rápido porque largas colas de gente eso no se puede evitar ni modo por otro lado está bien puede ver varias cosas en solamente en un solo lugar,es un buen lugar para venir a hacer un reclamo de todo lo que hemos telefonía móvil también telefonía fija de familia y también si tienes para que te dé tú y yo somos supuestamente acá tenemos un módulo que incluso pueden hacer reclamos y reclamos para lo que es oxifuel y para que puedan presentar ellos te dan una máquina youtube haces mi moto reclama un lugar muy recomendable lo único que malo que aquí no tienen rápido porque largas colas de gente eso no se puede evitar ni modo por otro lado está bien puede ver varias cosas en solamente en un solo lugar,560,106,False,False,False,False,True,neutral,True,False,,NEU,neutral,0.7219175696372986,0.0710194036364555,0.7219175696372986,0.2070629745721817,neutral,neutral,False,media,,neutral,consistencia_estrella_modelo,,,,,,,,,
"Este centro comercial es grande muy ordenado y con muchas secciones donde encuentras muchos articulos, regalos , ropa y mucho mas. Todo es de calidad y sus precios lo valen, tienen estacionamiento y esta ubicado en un lugar centrico y seguro. Ademas tienen seguridad en la puerta. Dan buen servicio y te relajas viendo todas las novedades que tienen.",Ripley,Miraflores,Retail,4,positivo,Hace 7 años,"https://www.google.com/maps/place/Ripley+Miraflores/@-12.1230752,-77.0404893,15z/data=!4m8!3m7!1s0x9105c8191c65706b:0xe588d29fabe35574!8m2!3d-12.1230964!4d-77.0301895!9m1!1b1!16s%2Fg%2F11r8v2c0z?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Este centro comercial es grande muy ordenado y con muchas secciones donde encuentras muchos articulos, regalos , ropa y mucho mas. Todo es de calidad y sus precios lo valen, tienen estacionamiento y esta ubicado en un lugar centrico y seguro. Ademas tienen seguridad en la puerta. Dan buen servicio y te relajas viendo todas las novedades que tienen.",este centro comercial es grande muy ordenado y con muchas secciones donde encuentras muchos articulos regalos ropa y mucho mas todo es de calidad y sus precios lo valen tienen estacionamiento y esta ubicado en un lugar centrico y seguro ademas tienen seguridad en la puerta dan buen servicio y te relajas viendo todas las novedades que tienen,350,58,False,False,False,False,True,positivo,True,False,,POS,positivo,0.9506831765174866,0.0036907433532178,0.0456261001527309,0.9506831765174866,positivo,positivo,False,alta,,positivo,consistencia_estrella_modelo,,,,,,,,,
"Desde la renovación de infraestructura realizada, que dió paso a la reubicación de góndolas y espacio de preparación y atención de comestibles, este local es una de los mejores. A ello se suma la calidad de atención y como siempre, los buenos precios y gran variedad de productos.",Plaza Vea,Miraflores,Retail,5,muy positivo,Fecha de edición: Hace 2 años,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Desde la renovación de infraestructura realizada, que dió paso a la reubicación de góndolas y espacio de preparación y atención de comestibles, este local es una de los mejores. A ello se suma la calidad de atención y como siempre, los buenos precios y gran variedad de productos.",desde la renovación de infraestructura realizada que dió paso a la reubicación de góndolas y espacio de preparación y atención de comestibles este local es una de los mejores a ello se suma la calidad de atención y como siempre los buenos precios y gran variedad de productos,280,48,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9540879130363464,0.0042302478104829,0.0416817665100097,0.9540879130363464,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
